step,value
0,0.174314334988594
1,0.2406966686248779
2,0.1500816345214843
3,0.2073653191328048
4,0.089424692094326
5,0.1157439202070236
6,0.2246285378932953
7,0.1687579452991485
8,0.1044645011425018
9,0.1889511197805404
10,0.189295545220375
11,0.2007544636726379
12,0.155939444899559
13,0.1680235415697097
14,0.0923377946019172
15,0.1356163769960403
16,0.0564640946686267
17,0.0877746865153312
18,0.0849849581718444
19,0.0771733149886131
20,0.1033911406993866
21,0.0649768486618995
22,0.0655367374420166
23,0.0604661181569099
24,0.0590503998100757
25,0.0450710617005825
26,0.0511754304170608
27,0.0393765904009342
28,0.0473063103854656
29,0.05690224096179
30,0.0575291216373443
31,0.0515607111155986
32,0.0520462058484554
33,0.0414652489125728
34,0.0227629952132701
35,0.0406531132757663
36,0.0380776114761829
37,0.046788178384304
38,0.0358023419976234
39,0.0524573326110839
40,0.0399085879325866
41,0.03130804002285
42,0.0352469496428966
43,0.0338290780782699
44,0.0291017387062311
45,0.0315157175064086
46,0.0342583395540714
47,0.0321758575737476
48,0.0333543941378593
49,0.0325385481119155
50,0.0270444713532924
51,0.0294745881110429
52,0.0267093069851398
53,0.0276833139359951
54,0.0180404707789421
55,0.0277400966733694
56,0.0273025296628475
57,0.0238162577152252
58,0.0234331414103508
59,0.0248772054910659
60,0.0213847570121288
61,0.0261133071035146
62,0.0256267450749874
63,0.0266955476254224
64,0.0258579719811677
65,0.0261288043111562
66,0.024432685226202
67,0.0262923762202262
68,0.0208730902522802
69,0.0258948188275098
70,0.0259902328252792
71,0.0213842689990997
72,0.0197151992470026
73,0.0175105687230825
74,0.0206301044672727
75,0.0213593877851963
76,0.018684783950448
77,0.0243879258632659
78,0.0215586256235837
79,0.0218103341758251
80,0.0217966940253973
81,0.0200488436967134
82,0.0218973327428102
83,0.0211746171116828
84,0.0204995535314083
85,0.0174003671854734
86,0.0180857311934232
87,0.0220457669347524
88,0.0211148392409086
89,0.0216044075787067
90,0.0213422086089849
91,0.0229831039905548
92,0.021173320710659
93,0.0185572374612092
94,0.0212321076542139
95,0.0163266435265541
96,0.018008017912507
97,0.0173864625394344
98,0.015860803425312
99,0.0198874101042747
100,0.0183464922010898
101,0.0210863091051578
102,0.0186923425644636
103,0.0197566822171211
104,0.022243620827794
105,0.0173296090215444
106,0.0164471678435802
107,0.0220608133822679
108,0.0208526123315095
109,0.0200955010950565
110,0.0174697190523147
111,0.0173683892935514
112,0.0164330545812845
113,0.0164817571640014
114,0.0181707609444856
115,0.0162934157997369
116,0.0180030651390552
117,0.0182695854455232
118,0.0161895044147968
119,0.0170243252068758
120,0.0169757287949323
121,0.0195725541561841
122,0.0168307069689035
123,0.0164108239114284
124,0.019950021058321
125,0.0204069577157497
126,0.0176554750651121
127,0.020388163626194
128,0.0180480852723121
129,0.0166622158139944
130,0.0173403676599264
131,0.0171119850128889
132,0.0191017538309097
133,0.0177034623920917
134,0.0161782968789339
135,0.0165793132036924
136,0.0152724981307983
137,0.0165824126452207
138,0.0167957302182912
139,0.0176086202263832
140,0.0153307411819696
141,0.0186020191758871
142,0.0170572977513074
143,0.0177340935915708
144,0.018742861226201
145,0.0158417653292417
146,0.0159148797392845
147,0.0158147290349006
148,0.0159009806811809
149,0.0170515682548284
150,0.0148141821846365
151,0.0145992124453186
152,0.0172936450690031
153,0.0158441960811615
154,0.0144101623445749
155,0.0191082432866096
156,0.014453669078648
157,0.0156255401670932
158,0.0166452955454587
159,0.0169026833027601
160,0.0164305362850427
161,0.0136712612584233
162,0.0149765880778431
163,0.016046680510044
164,0.0180373508483171
165,0.0156180802732706
166,0.0148044070228934
167,0.0151827242225408
168,0.0123246144503355
169,0.0136743504554033
170,0.013198684900999
171,0.0138698909431695
172,0.0135651407763361
173,0.0151559878140687
174,0.012949401512742
175,0.0129615329205989
176,0.0131256226450204
177,0.0144722322002053
178,0.0134918401017785
179,0.0116565534844994
180,0.0121811991557478
181,0.0133017562329769
182,0.0149699915200471
183,0.0148624964058399
184,0.0149849513545632
185,0.0113257626071572
186,0.0129088666290044
187,0.0095180924981832
188,0.0138975176960229
189,0.0131931090727448
190,0.0115943104028701
191,0.0142656173557043
192,0.0156711786985397
193,0.0129370307549834
194,0.0134691875427961
195,0.0109526570886373
196,0.0131401857361197
197,0.012766639702022
198,0.0142115037888288
