step,value
0,0.1766335517168045
1,0.187321126461029
2,0.224236860871315
3,0.1496897339820861
4,0.1734910011291504
5,0.1275596171617508
6,0.1191680207848548
7,0.193228930234909
8,0.1709005832672119
9,0.1922974288463592
10,0.1783043593168258
11,0.2261063903570175
12,0.189489334821701
13,0.1563504487276077
14,0.1311780512332916
15,0.1590271294116974
16,0.141251340508461
17,0.1234837919473648
18,0.0661997273564338
19,0.0817701444029808
20,0.0733752250671386
21,0.0573167242109775
22,0.0670292153954505
23,0.0720890909433364
24,0.0555180013179779
25,0.061643861234188
26,0.049353651702404
27,0.0626490265130996
28,0.0564661100506782
29,0.0493183434009552
30,0.0557037219405174
31,0.0509390607476234
32,0.048770148307085
33,0.0500091426074504
34,0.0442576855421066
35,0.0423509627580642
36,0.0440061502158641
37,0.0432978197932243
38,0.042389441281557
39,0.0440262407064437
40,0.0391375161707401
41,0.0449363030493259
42,0.0390629172325134
43,0.0452729016542434
44,0.0464512556791305
45,0.0412316136062145
46,0.0411632284522056
47,0.0387167818844318
48,0.0446023419499397
49,0.041986983269453
50,0.0433034300804138
51,0.0389233641326427
52,0.0454524010419845
53,0.0381571315228939
54,0.0437104254961013
55,0.0422560796141624
56,0.0443790592253208
57,0.0437667295336723
58,0.0433977879583835
59,0.0451208017766475
60,0.0441389828920364
61,0.0432559549808502
62,0.0434861928224563
63,0.0449844039976596
64,0.0423979982733726
65,0.0419988520443439
66,0.0449301041662693
67,0.0458323992788791
68,0.0440089106559753
69,0.0438931733369827
70,0.0438581109046936
71,0.0444482006132602
72,0.0397817678749561
73,0.044475320726633
74,0.0367885828018188
75,0.0433836914598941
76,0.0443617664277553
77,0.0391254164278507
78,0.0402293503284454
79,0.037474051117897
80,0.0399485900998115
81,0.04088631644845
82,0.0392469055950641
83,0.0400876887142658
84,0.0412155017256736
85,0.0377272851765155
86,0.0357983373105526
87,0.0402402468025684
88,0.0335252434015274
89,0.0392656400799751
90,0.0381767451763153
91,0.0390126816928386
92,0.0364000909030437
93,0.0375457294285297
94,0.0347963161766529
95,0.0383647121489048
96,0.034073531627655
97,0.0348272286355495
98,0.0365347675979137
99,0.0369543209671974
100,0.0353273749351501
101,0.0347768776118755
102,0.0354786925017833
103,0.0356325060129165
104,0.0358591042459011
105,0.0359778553247451
106,0.0350123941898345
107,0.0358655638992786
108,0.0343680419027805
109,0.036949947476387
110,0.0355386212468147
111,0.0338442772626876
112,0.0350206345319747
113,0.0298361126333475
114,0.0357158333063125
115,0.0340183600783348
116,0.0349468626081943
117,0.0320677757263183
118,0.0351851843297481
119,0.0354652740061283
120,0.031393002718687
121,0.031841192394495
122,0.0328504256904125
123,0.0328605063259601
124,0.0301815513521432
125,0.0348845571279525
126,0.0331533327698707
127,0.029898440465331
128,0.030693344771862
129,0.0287529733031988
130,0.0326495207846164
131,0.0311267655342817
132,0.0301706958562135
133,0.0312942862510681
134,0.028053505346179
135,0.0279614049941301
136,0.031693872064352
137,0.0302122961729764
138,0.0320332944393157
139,0.0306544210761785
140,0.0313810296356678
141,0.0301700886338949
142,0.0303219389170408
143,0.0310008004307746
144,0.0309254899621009
145,0.0314213298261165
146,0.0277060158550739
147,0.0309129543602466
148,0.0302334353327751
149,0.0291298069059848
150,0.0300692431628704
151,0.0298826191574335
152,0.0288468357175588
153,0.0284637454897165
154,0.0284438841044902
155,0.0283632334321737
156,0.0280835423618555
157,0.0228272285312414
158,0.0280616022646427
159,0.0287028588354587
160,0.0272934753447771
161,0.0269087273627519
162,0.0262172129005193
163,0.0276120100170373
164,0.027704507112503
165,0.0264496337622404
166,0.0273599941283464
167,0.0274936277419328
168,0.0249483454972505
169,0.0215906333178281
170,0.0255465935915708
171,0.0268950276076793
172,0.0264637675136327
173,0.0250147376209497
174,0.0214967094361782
175,0.0220981631428003
176,0.0207306314259767
177,0.0213313233107328
178,0.0215407293289899
179,0.0226151961833238
180,0.0237459167838096
181,0.0196096934378147
182,0.017226718366146
183,0.0207694321870803
184,0.0173810254782438
