step,value
0,0.1766335517168045
1,0.187321126461029
2,0.2121398746967315
3,0.1494271457195282
4,0.1730226427316665
5,0.1275529563426971
6,0.1183133274316787
7,0.1931019127368927
8,0.1697076708078384
9,0.1922609955072403
10,0.1777229756116867
11,0.241044744849205
12,0.1895595788955688
13,0.2025485187768936
14,0.1747240573167801
15,0.1589614152908325
16,0.1464000195264816
17,0.1058560162782669
18,0.0743427723646164
19,0.0718462839722633
20,0.0571441687643528
21,0.062375608831644
22,0.06794985383749
23,0.0669160932302475
24,0.042314238846302
25,0.0508752465248107
26,0.0551919862627983
27,0.0579591616988182
28,0.0456128306686878
29,0.0514168851077556
30,0.0475933142006397
31,0.0485201589763164
32,0.04719203338027
33,0.0506434328854084
34,0.049287412315607
35,0.052163153886795
36,0.0367667041718959
37,0.0454886406660079
38,0.0448848940432071
39,0.0434970445930957
40,0.0462068729102611
41,0.0449480451643466
42,0.0442939363420009
43,0.0463255457580089
44,0.0401381626725196
45,0.045703150331974
46,0.0413632653653621
47,0.0439366474747657
48,0.0415994264185428
49,0.0423158593475818
50,0.0372423604130744
51,0.0434777326881885
52,0.0423436798155307
53,0.0422969199717044
54,0.041909173130989
55,0.04180159419775
56,0.0401763841509819
57,0.0352631509304046
58,0.0422655120491981
59,0.0372070260345935
60,0.0365724749863147
61,0.0335576683282852
62,0.0318966694176197
63,0.0363940335810184
64,0.0352168418467044
65,0.0327300801873207
66,0.0337820313870906
67,0.0383086279034614
68,0.0331253595650196
69,0.0360136963427066
70,0.0302139054983854
71,0.0265312641859054
72,0.0358101241290569
73,0.0311983209103345
74,0.0346810407936573
75,0.0366839542984962
76,0.0331207327544689
77,0.027871660888195
78,0.0338691212236881
79,0.0300336554646492
80,0.0364691279828548
81,0.0309952963143587
82,0.0362763442099094
83,0.0320403464138507
84,0.03008016012609
85,0.0287669524550437
86,0.0293710082769393
87,0.0289883930236101
88,0.0268381983041763
89,0.0304478295147418
90,0.0308043211698532
91,0.0319243185222148
92,0.0302455127239227
93,0.0288517083972692
94,0.0268277022987604
95,0.0298654921352863
96,0.0287002883851528
97,0.0292912162840366
98,0.0336756594479084
99,0.0297131184488534
100,0.0266823805868625
101,0.0268708318471908
102,0.0277756061404943
103,0.0285013560205698
104,0.0268895588815212
105,0.0277007482945919
106,0.0271267984062433
107,0.0270010884851217
108,0.026553014293313
109,0.0279877223074436
110,0.0268371552228927
111,0.0268945191055536
112,0.0273494310677051
113,0.0263661295175552
114,0.0267934426665306
115,0.0269235223531723
116,0.026966068893671
117,0.0267750192433595
118,0.0263994429260492
119,0.0275127403438091
120,0.0263834111392498
121,0.0267984699457883
122,0.0264654494822025
123,0.0265712104737758
124,0.0268636867403984
125,0.0267461761832237
126,0.0267480760812759
127,0.0273926947265863
128,0.0266950577497482
129,0.0265073217451572
130,0.0259227827191352
131,0.0272839590907096
132,0.0269059892743825
133,0.026331840083003
134,0.0269373524934053
135,0.0268143601715564
136,0.0262493155896663
137,0.0275173727422952
138,0.025925563648343
139,0.0267217252403497
140,0.0264748875051736
141,0.0264712832868099
142,0.0264578461647033
143,0.0261207651346921
144,0.0265752635896205
145,0.0260789729654788
146,0.0263330619782209
147,0.026366276666522
148,0.0267883092164993
149,0.0266496147960424
150,0.0267224851995706
151,0.0263243019580841
152,0.0270575750619173
153,0.0263935327529907
154,0.0263564847409725
155,0.0265186242759227
156,0.0262758694589138
157,0.0264680702239274
158,0.0264123063534498
159,0.0270544160157442
160,0.0266810357570648
161,0.0260438825935125
162,0.0269376933574676
163,0.0271732695400714
164,0.0263836197555065
165,0.0277523472905159
166,0.027335150167346
167,0.0270294453948736
168,0.0270553529262542
169,0.0267819128930568
170,0.0263493563979864
171,0.0262060388922691
172,0.0270669646561145
173,0.0275583714246749
174,0.0270558334887027
175,0.0266835428774356
176,0.0261273626238107
177,0.0265303775668144
178,0.0266348216682672
179,0.026926839724183
180,0.0265738014131784
181,0.0268105342984199
182,0.0263661351054906
183,0.0260323416441679
