metricName,metricValue,timestamp,step,epoch,runContext,offset
Entropy: Batch,336.0387878417969,1782805123940,0,,,-7612805746035858712
Entropy: Batch,335.686767578125,1782805342811,1,,,-6272280012603121573
Entropy: Batch,335.8192443847656,1782805548763,2,,,-1725601101445025443
Entropy: Batch,336.007568359375,1782805807558,3,,,-2783359709812492028
Entropy: Batch,336.19091796875,1782806051775,4,,,-6349514828586550510
Entropy: Batch,336.38165283203125,1782806329534,5,,,-1178999655299534064
Entropy: Batch,336.48828125,1782806591949,6,,,-5499570834754413789
Entropy: Batch,336.5497131347656,1782806831937,7,,,-6291047878762738989
Entropy: Batch,336.46612548828125,1782807117596,8,,,-5260043707901832349
Entropy: Batch,336.23492431640625,1782807366629,9,,,-2601366477801713690
Entropy: Batch,335.7413635253906,1782807620941,10,,,-7349244546069800824
Entropy: Batch,334.5794982910156,1782807895792,11,,,-57559934131839041
Entropy: Batch,331.9716796875,1782808151259,12,,,-8651950649888017281
Entropy: Batch,327.34912109375,1782808410668,13,,,-2209810353993276770
Entropy: Batch,321.353759765625,1782808672511,14,,,-7117445839064194747
Entropy: Batch,315.4316711425781,1782808965062,15,,,-7732329946807956946
Entropy: Batch,310.9804992675781,1782809284754,16,,,-1918922226541781590
Entropy: Batch,307.2164611816406,1782809570169,17,,,-7788768195995061805
Entropy: Batch,303.6847839355469,1782809849272,18,,,-3267420386602372517
Entropy: Batch,300.52899169921875,1782810116819,19,,,-3006717932127898251
Entropy: Batch,297.26031494140625,1782810345522,20,,,-4714425755271600803
Entropy: Batch,293.73187255859375,1782810622879,21,,,-7277934205126262702
Entropy: Batch,290.09600830078125,1782810916419,22,,,-2536608782383891479
Entropy: Batch,286.2740173339844,1782811162428,23,,,-5833194150454672524
Entropy: Batch,281.9791564941406,1782811423109,24,,,-8906746981314259066
Entropy: Batch,277.4883728027344,1782811717567,25,,,-4897370089700361242
Entropy: Batch,274.3349609375,1782811962134,26,,,-4451246299300770218
Entropy: Batch,271.2350158691406,1782812240090,27,,,-1100003665878717089
Entropy: Batch,267.837158203125,1782812521396,28,,,-5863887424728949525
Entropy: Batch,263.0589904785156,1782812755581,29,,,-3645715982585106965
Entropy: Batch,257.8511657714844,1782813036304,30,,,-2174307820468099166
Entropy: Batch,252.2599639892578,1782813307764,31,,,-1898712476262003747
Entropy: Batch,245.23281860351562,1782813572345,32,,,-1756694198829580343
Entropy: Batch,238.87144470214844,1782813826347,33,,,-8303647367262071105
Entropy: Batch,233.0673065185547,1782814071852,34,,,-1271129181870636289
Entropy: Batch,226.4700927734375,1782814345523,35,,,-8312235247185674975
Entropy: Batch,223.20713806152344,1782814609672,36,,,-46860950981794972
Entropy: Batch,219.2554931640625,1782814907900,37,,,-1424782094534605260
Entropy: Batch,214.7569580078125,1782815144760,38,,,-221239656260058563
Entropy: Batch,208.26133728027344,1782815437003,39,,,-7635646807190799598
Entropy: Batch,206.8441925048828,1782815675686,40,,,-2797000875693790092
Entropy: Batch,202.96839904785156,1782815980516,41,,,-1652995063901441396
Entropy: Batch,198.78929138183594,1782816227140,42,,,-206930452343472843
Entropy: Batch,193.6855926513672,1782816495116,43,,,-3077894672552576069
Entropy: Batch,190.07688903808594,1782816781637,44,,,-9204351853597636250
Entropy: Batch,187.0100860595703,1782817010169,45,,,-126400477023488611
Entropy: Batch,182.446533203125,1782817307052,46,,,-8076284449038242310
Entropy: Batch,180.70361328125,1782817569620,47,,,-8102921502526952138
Entropy: Batch,177.95091247558594,1782817840420,48,,,-6946584044946198556
Entropy: Batch,177.235107421875,1782818075475,49,,,-3957178505669990848
Entropy: Batch,174.90554809570312,1782818370409,50,,,-7757285137948714439
Entropy: Batch,171.6995086669922,1782818626998,51,,,-9154453687308758342
Entropy: Batch,169.8991241455078,1782818916241,52,,,-7390130582813397876
Entropy: Batch,167.94615173339844,1782819179781,53,,,-3800641305374194494
Entropy: Batch,164.0925750732422,1782819458851,54,,,-3196154849617895753
Entropy: Batch,162.06350708007812,1782819739652,55,,,-4374049182414249480
Entropy: Batch,159.3276824951172,1782819991505,56,,,-8569940896139443699
Entropy: Batch,159.01231384277344,1782820290202,57,,,-2670856539277033952
Entropy: Batch,157.01202392578125,1782820561826,58,,,-8320212642636133856
Entropy: Batch,153.50047302246094,1782820824393,59,,,-3393734763956826239
Entropy: Batch,151.5546417236328,1782821106112,60,,,-834844959249992786
Entropy: Batch,149.6890411376953,1782821408812,61,,,-6047015874118882933
Entropy: Batch,148.97601318359375,1782821662850,62,,,-4386433989262885083
