seed,file,fitness,loss,parse_ok,rne_is_oscillator,rne_is_broken_oscillator,rne_fixed_by_reaction_removal,rne_posthoc_success,error
seed000,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed000.ant,0.017998265827884205,55.560908454342766,True,False,False,False,False,
seed001,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed001.ant,0.009274935976516564,107.8174558327868,True,False,False,False,False,
seed002,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed002.ant,0.018182472146269908,54.998021828684486,True,False,False,False,False,
seed003,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed003.ant,0.022484827823717673,44.47443439816648,True,True,False,False,True,
seed004,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed004.ant,0.05521088432910029,18.112370634007846,True,True,False,False,True,
seed005,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed005.ant,0.04622360100487353,21.633970055568934,True,False,False,False,False,
seed006,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed006.ant,0.009955776681539021,100.44419757368586,True,False,False,False,False,
seed007,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed007.ant,0.013894970363395955,71.96848743444158,True,False,False,False,False,
seed008,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed008.ant,0.015825643430135494,63.1885840480761,True,False,False,False,False,
seed009,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed009.ant,0.009034991629221998,110.68078876417397,True,False,True,False,False,
seed010,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed010.ant,0.009417375054973783,106.18670215028236,True,False,False,False,False,
seed011,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed011.ant,0.09233122473172525,10.830572245798418,True,True,False,False,True,
seed012,comparisons/rne_oscillator/data/posthoc/rl4crn_rne_oscillator_trace_8rxn_stop_risksched085to09_lr1e4_entropy005_s4_c1_rnetol_d256_p20_antimony/seed012.ant,0.07919605851957187,12.626891018230006,True,True,False,False,True,
