seed,run_id,success,best_loss,stop_reason,elapsed_seconds,success_count_so_far,finished_count_so_far,seed_label,loss_success,parse_ok,rne_is_oscillator,rne_is_broken_oscillator,rne_fixed_by_reaction_removal,rne_posthoc_success,error
31,seed031,False,100.40382945194236,max_epochs,3577.9913794994354,26,45,seed031,False,True,False,True,False,False,
32,seed032,False,95.8025086297399,max_epochs,3562.5239481925964,26,44,seed032,False,True,False,False,False,False,
33,seed033,True,18.48999576678112,success,3239.584497451782,23,40,seed033,True,True,False,False,False,False,
34,seed034,True,17.401820902096507,success,899.4376244544983,12,25,seed034,True,True,True,False,False,True,
35,seed035,True,17.072441287560686,success,762.4572191238403,10,23,seed035,True,True,True,False,False,True,
36,seed036,False,39.19428465053446,max_epochs,3577.848269701004,26,46,seed036,False,True,False,False,False,False,
37,seed037,True,15.35232064418472,success,883.8106155395508,11,24,seed037,True,True,True,False,False,True,
38,seed038,True,18.63624070731948,success,2039.8833816051483,17,32,seed038,True,True,False,False,False,False,
39,seed039,False,110.88421249636671,max_epochs,3576.466820716858,26,47,seed039,False,True,False,False,False,False,
40,seed040,False,32.87363759314108,max_epochs,3708.211694717407,26,49,seed040,False,True,False,False,False,False,
41,seed041,False,69.2768850300485,max_epochs,3597.949856042862,26,48,seed041,False,True,True,False,False,True,
42,seed042,True,13.018393082149752,success,635.1363182067871,14,29,seed042,True,True,True,False,False,True,
43,seed043,True,19.68144833751777,success,2390.089663028717,24,41,seed043,True,True,False,False,False,False,
44,seed044,False,100.53239618799034,max_epochs,3581.8802559375763,29,53,seed044,False,True,False,False,False,False,
45,seed045,True,18.188691560844816,success,1432.5347294807434,21,37,seed045,True,True,True,False,False,True,
46,seed046,False,105.33863315436196,max_epochs,3656.8157415390015,30,55,seed046,False,True,False,False,False,False,
47,seed047,True,18.36077412935442,success,1909.0200595855715,25,42,seed047,True,True,True,False,False,True,
48,seed048,False,107.78625101385214,max_epochs,3534.3740532398224,30,56,seed048,False,True,False,False,False,False,
49,seed049,False,110.84222380560767,max_epochs,3682.769555330277,30,57,seed049,False,True,False,False,False,False,
50,seed050,True,11.970934971479636,success,792.4344160556793,20,36,seed050,True,True,True,False,False,True,
51,seed051,True,19.844991790167025,success,2221.939524412155,29,52,seed051,True,True,True,False,False,True,
52,seed052,False,100.16132804218874,max_epochs,3601.120819568634,35,63,seed052,False,True,False,False,False,False,
53,seed053,False,107.55180029495652,max_epochs,3600.128984928131,35,64,seed053,False,True,False,False,False,False,
54,seed054,True,13.431077487602716,success,848.0096337795258,22,39,seed054,True,True,True,False,False,True,
55,seed055,True,16.477357336478274,success,2365.1172988414764,30,54,seed055,True,True,True,False,False,True,
56,seed056,True,17.173209524760146,success,902.8406901359558,26,43,seed056,True,True,True,False,False,True,
57,seed057,True,14.642067565848148,success,2510.40645813942,32,59,seed057,True,True,True,False,False,True,
58,seed058,False,110.8823030401346,max_epochs,3592.341696977616,37,67,seed058,False,True,False,False,False,False,
59,seed059,False,79.28520657888754,max_epochs,3605.5119211673737,38,69,seed059,False,True,True,False,False,True,
60,seed060,True,11.93486246111047,success,735.6780443191528,27,50,seed060,True,True,True,False,False,True,
61,seed061,False,110.78087984199016,max_epochs,3661.593145608902,39,71,seed061,False,True,False,False,False,False,
62,seed062,True,18.88577227857049,success,2153.225616455078,33,60,seed062,True,True,True,False,False,True,
63,seed063,True,11.444898847374478,success,704.9322130680084,28,51,seed063,True,True,True,False,False,True,
64,seed064,False,72.30716350263191,max_epochs,3602.1320977211,40,73,seed064,False,True,False,False,False,False,
65,seed065,False,110.83713504339596,max_epochs,3608.2783839702606,40,74,seed065,False,True,False,False,False,False,
66,seed066,True,19.85163540614832,success,2747.777240037918,36,65,seed066,True,True,False,True,False,False,
67,seed067,True,18.366770932229155,success,3371.346122741699,40,72,seed067,True,True,False,False,False,False,
68,seed068,True,19.88240139317981,success,3467.8165094852448,41,75,seed068,True,True,True,False,False,True,
69,seed069,True,7.911126571250549,success,1628.9489035606384,35,62,seed069,True,True,True,False,False,True,
70,seed070,False,30.50389383012966,max_epochs,3596.5109071731567,42,77,seed070,False,True,False,False,False,False,
71,seed071,True,15.261307110194029,success,906.7793743610382,31,58,seed071,True,True,False,False,False,False,
72,seed072,False,110.77670002239248,max_epochs,3593.157280921936,42,78,seed072,False,True,False,False,False,False,
73,seed073,True,12.512011085545712,success,837.2466151714325,34,61,seed073,True,True,True,False,False,True,
74,seed074,False,99.79391771209556,max_epochs,3593.3723475933075,42,79,seed074,False,True,False,False,False,False,
75,seed075,False,99.91152894541796,max_epochs,3620.431986093521,42,80,seed075,False,True,False,False,False,False,
76,seed076,False,71.9436955559436,max_epochs,3668.092943906784,42,81,seed076,False,True,True,False,False,True,
77,seed077,False,70.68774058653634,max_epochs,3646.441373825073,42,82,seed077,False,True,False,False,False,False,
78,seed078,False,61.12581487848618,max_epochs,3616.7816495895386,42,83,seed078,False,True,False,False,False,False,
79,seed079,False,31.77756420740048,max_epochs,3597.430682182312,43,85,seed079,False,True,True,False,False,True,
80,seed080,True,15.478529830147815,success,1283.125769615173,39,70,seed080,True,True,False,False,False,False,
81,seed081,False,110.8306497577421,max_epochs,3567.765832901001,43,86,seed081,False,True,False,False,False,False,
82,seed082,True,15.772735734910132,success,742.4721066951752,37,66,seed082,True,True,False,False,False,False,
83,seed083,True,17.846604154042126,success,1010.4732615947725,38,68,seed083,True,True,True,False,False,True,
84,seed084,False,25.03167601007744,max_epochs,3318.112800359726,44,88,seed084,False,True,False,False,False,False,
85,seed085,True,16.896411563100514,success,3221.126181125641,45,89,seed085,True,True,False,False,False,False,
86,seed086,False,110.78954654345452,max_epochs,3233.895700931549,45,90,seed086,False,True,False,False,False,False,
87,seed087,True,15.056890104150051,success,913.2030184268953,42,76,seed087,True,True,True,False,False,True,
88,seed088,False,47.51372390011876,max_epochs,3168.660582780838,45,91,seed088,False,True,False,False,False,False,
89,seed089,True,19.15819429971699,success,2104.954085826874,43,84,seed089,True,True,True,False,False,True,
90,seed090,False,101.58881610264368,max_epochs,3067.9153118133545,45,92,seed090,False,True,False,False,False,False,
91,seed091,False,87.5104078343784,max_epochs,3040.6047451496124,45,93,seed091,False,True,False,False,False,False,
92,seed092,False,55.19902322596931,max_epochs,2970.933781862259,45,96,seed092,False,True,False,False,False,False,
93,seed093,False,107.81636977232178,max_epochs,2933.977179288864,45,94,seed093,False,True,False,False,False,False,
94,seed094,False,106.85333127051682,max_epochs,2936.565441608429,45,95,seed094,False,True,False,False,False,False,
95,seed095,False,28.53899885390156,max_epochs,2588.209309577942,45,97,seed095,False,True,False,False,False,False,
96,seed096,False,68.11459551637974,max_epochs,2532.2734048366547,45,98,seed096,False,True,False,False,False,False,
97,seed097,True,18.31807739151194,success,1328.4475755691528,44,87,seed097,True,True,True,False,False,True,
98,seed098,False,106.43543894369871,max_epochs,2117.2618012428284,45,99,seed098,False,True,False,False,False,False,
99,seed099,False,110.90978024993628,max_epochs,1951.9771797657013,45,100,seed099,False,True,False,False,False,False,
100,seed100,False,67.17341588150212,max_epochs,4079.975814342499,10,22,seed100,False,True,False,False,False,False,
101,seed101,False,110.74820279126196,max_epochs,3992.336209535599,10,16,seed101,False,True,False,False,False,False,
102,seed102,True,19.18128944024745,success,3187.9471361637115,8,8,seed102,True,True,True,False,False,True,
103,seed103,True,19.8061026345698,success,2879.424078464508,7,7,seed103,True,True,False,False,False,False,
104,seed104,True,18.824905907428,success,1377.3572554588318,4,4,seed104,True,True,False,False,False,False,
105,seed105,True,19.118279819768205,success,1171.3122823238373,3,3,seed105,True,True,True,False,False,True,
106,seed106,False,110.75974799608612,max_epochs,4020.484889984131,10,18,seed106,False,True,False,False,False,False,
107,seed107,False,26.83715400656593,max_epochs,3988.9861447811127,10,14,seed107,False,True,False,False,False,False,
108,seed108,False,101.88055560443787,max_epochs,3972.509438037872,10,11,seed108,False,True,False,False,False,False,
109,seed109,False,106.35907763068856,max_epochs,3988.185404539108,10,15,seed109,False,True,False,False,False,False,
110,seed110,False,37.36684458721456,max_epochs,4169.62126660347,10,23,seed110,False,True,False,False,False,False,
111,seed111,False,110.8804567788804,max_epochs,4023.451071977616,10,19,seed111,False,True,False,False,False,False,
112,seed112,True,11.649539116626997,success,3759.75431060791,10,10,seed112,True,True,True,False,False,True,
113,seed113,False,74.25826458192397,max_epochs,3971.731803417206,10,12,seed113,False,True,False,False,False,False,
114,seed114,False,107.72615164649568,max_epochs,3984.439049005509,10,13,seed114,False,True,False,False,False,False,
115,seed115,True,16.036817014943136,success,979.3599045276642,2,2,seed115,True,True,True,False,False,True,
116,seed116,False,110.77595242070277,max_epochs,4069.7781958580017,10,21,seed116,False,True,False,False,False,False,
117,seed117,False,110.74819251963142,max_epochs,4024.454780340194,10,20,seed117,False,True,False,False,False,False,
118,seed118,True,7.6522597881026515,success,826.0132284164429,1,1,seed118,True,True,True,False,False,True,
119,seed119,False,94.70546419001532,max_epochs,3996.586592674256,10,17,seed119,False,True,False,False,False,False,
120,seed120,True,12.976203542498414,success,1067.700342655182,6,6,seed120,True,True,False,False,False,False,
121,seed121,True,16.97403477123957,success,721.8668911457062,5,5,seed121,True,True,True,False,False,True,
122,seed122,False,110.88344030313304,max_epochs,5305.130318641663,12,26,seed122,False,True,False,False,False,False,
123,seed123,False,107.68828898568307,max_epochs,5557.19416308403,12,27,seed123,False,True,False,False,False,False,
124,seed124,False,26.020071177728667,max_epochs,5672.083554029465,14,30,seed124,False,True,True,False,False,True,
125,seed125,False,57.72406916478121,max_epochs,5593.394644737244,14,31,seed125,False,True,False,False,False,False,
126,seed126,True,12.925654388688429,success,673.0387258529663,9,9,seed126,True,True,True,False,False,True,
127,seed127,False,69.3872929511805,max_epochs,6258.100229978561,14,32,seed127,False,True,True,False,False,True,
128,seed128,False,108.04027522794892,max_epochs,6718.195354223251,14,33,seed128,False,True,False,False,False,False,
129,seed129,True,11.215635559967886,success,3228.291452884674,14,29,seed129,True,True,True,False,False,True,
130,seed130,False,100.26076132970393,max_epochs,6860.17364692688,14,34,seed130,False,True,False,False,False,False,
131,seed131,True,19.68861741583797,success,6905.009254932404,15,37,seed131,True,True,True,False,False,True,
132,seed132,True,19.907518151015424,success,1708.5429644584656,12,25,seed132,True,True,True,False,False,True,
133,seed133,False,100.01489990990204,max_epochs,6874.959856987,14,35,seed133,False,True,False,False,False,False,
134,seed134,False,55.97267259342118,max_epochs,6981.237848043442,15,43,seed134,False,True,True,False,False,True,
135,seed135,False,110.797897801613,max_epochs,6867.42315030098,14,36,seed135,False,True,False,False,False,False,
136,seed136,False,69.12575705016637,max_epochs,6885.239738225937,15,38,seed136,False,True,False,False,False,False,
137,seed137,False,67.73822281248218,max_epochs,6899.935738801956,15,42,seed137,False,True,True,False,False,True,
138,seed138,True,14.122974098960745,success,1171.9256055355072,11,24,seed138,True,True,True,False,False,True,
139,seed139,False,100.9346991615149,max_epochs,6872.651945352554,15,41,seed139,False,True,False,False,False,False,
140,seed140,False,114.8346219170651,max_epochs,6828.607549905777,15,40,seed140,False,True,False,False,False,False,
141,seed141,False,108.13737724770029,max_epochs,6817.4813685417175,15,39,seed141,False,True,False,False,False,False,
142,seed142,True,12.419940811489786,success,2794.1193063259125,13,28,seed142,True,True,False,False,False,False,
143,seed143,False,110.79064727239432,max_epochs,6316.529387712479,16,45,seed143,False,True,False,False,False,False,
144,seed144,False,21.99907087308246,max_epochs,6040.84007024765,16,46,seed144,False,True,True,False,False,True,
145,seed145,True,6.921361483485553,success,4781.447323560715,16,44,seed145,True,True,True,False,False,True,
146,seed146,False,108.72271984448015,max_epochs,5512.225836992264,17,48,seed146,False,True,True,False,False,True,
147,seed147,False,100.15071218467358,max_epochs,5542.837228536606,17,49,seed147,False,True,False,False,False,False,
148,seed148,False,110.08651983381748,max_epochs,5572.537173748016,17,50,seed148,False,True,False,False,False,False,
149,seed149,False,110.93106192398147,max_epochs,5510.749637842178,17,51,seed149,False,True,False,False,False,False,
150,seed150,False,100.07577712152704,max_epochs,5542.495353937149,17,52,seed150,False,True,False,True,False,False,
151,seed151,False,110.81307327173144,max_epochs,4662.462353467941,20,56,seed151,False,True,False,False,False,False,
152,seed152,False,110.81854303556008,max_epochs,4261.827203273773,20,57,seed152,False,True,False,False,False,False,
153,seed153,False,41.8206802825782,max_epochs,4120.718190193176,21,59,seed153,False,True,False,False,False,False,
154,seed154,False,100.811135328866,max_epochs,4231.548986673355,21,63,seed154,False,True,False,True,False,False,
155,seed155,True,15.509906763542936,success,2281.1013662815094,18,53,seed155,True,True,False,False,False,False,
156,seed156,True,19.863541518395664,success,2676.952868461609,19,54,seed156,True,True,False,False,False,False,
157,seed157,False,110.7880067109654,max_epochs,4152.270360469818,21,61,seed157,False,True,False,False,False,False,
158,seed158,False,32.524718731182226,max_epochs,4129.701974391937,21,60,seed158,False,True,True,False,False,True,
159,seed159,False,100.82067719972554,max_epochs,4156.673303604126,21,62,seed159,False,True,False,False,False,False,
160,seed160,False,104.1321805312812,max_epochs,4190.875968456268,21,64,seed160,False,True,False,False,False,False,
161,seed161,True,12.93565012814216,success,1503.7643887996674,17,47,seed161,True,True,True,False,False,True,
162,seed162,False,110.8515900854771,max_epochs,4201.399621963501,21,65,seed162,False,True,False,False,False,False,
163,seed163,False,114.44098337544628,max_epochs,4173.506983757019,22,67,seed163,False,True,False,False,False,False,
164,seed164,False,108.64936392641462,max_epochs,4186.628981113434,23,69,seed164,False,True,False,False,False,False,
165,seed165,False,104.21420034362156,max_epochs,4092.0756001472473,24,71,seed165,False,True,False,False,False,False,
166,seed166,True,16.01564607711383,success,1351.8242404460907,20,55,seed166,True,True,False,False,False,False,
167,seed167,False,110.04294659630423,max_epochs,3809.210952997208,26,74,seed167,False,True,False,False,False,False,
168,seed168,False,110.66853665859492,max_epochs,3845.60146689415,26,75,seed168,False,True,False,False,False,False,
169,seed169,False,108.90657936080584,max_epochs,3886.949117898941,26,76,seed169,False,True,False,False,False,False,
170,seed170,True,19.29169237716575,success,1688.8456645011902,21,58,seed170,True,True,False,False,False,False,
171,seed171,True,15.625883647015442,success,2179.272903203964,22,66,seed171,True,True,False,False,False,False,
172,seed172,False,70.90500159692732,max_epochs,3905.1051738262177,27,78,seed172,False,True,True,False,False,True,
173,seed173,True,15.417893950911832,success,2566.173691987992,26,73,seed173,True,True,True,False,False,True,
174,seed174,False,104.85365084828828,max_epochs,3807.78127169609,27,79,seed174,False,True,False,False,False,False,
175,seed175,True,13.078836160968905,success,1584.720145702362,23,68,seed175,True,True,True,False,False,True,
176,seed176,True,11.260786732036344,success,1178.212483882904,24,70,seed176,True,True,False,False,False,False,
177,seed177,False,106.70731926055812,max_epochs,3639.448169231415,28,81,seed177,False,True,False,False,False,False,
178,seed178,True,12.727280166728097,success,944.4132630825044,25,72,seed178,True,True,False,False,False,False,
179,seed179,False,110.7779382514117,max_epochs,3583.660584926605,30,85,seed179,False,True,False,False,False,False,
180,seed180,False,107.28453312717616,max_epochs,3523.7932999134064,29,83,seed180,False,True,False,False,False,False,
181,seed181,False,92.533600512871,max_epochs,3841.475544929504,30,89,seed181,False,True,True,False,False,True,
182,seed182,False,104.8577453036132,max_epochs,3598.987792491913,30,86,seed182,False,True,False,False,False,False,
183,seed183,False,106.90115030644886,max_epochs,3597.699316740036,30,87,seed183,False,True,False,False,False,False,
184,seed184,True,19.88175797108237,success,1755.1087658405304,27,77,seed184,True,True,True,False,False,True,
185,seed185,False,101.37250075625022,max_epochs,3600.3635790348053,30,88,seed185,False,True,False,False,False,False,
186,seed186,False,110.88464490944996,max_epochs,3597.6862642765045,31,91,seed186,False,True,False,False,False,False,
187,seed187,True,19.68821106277208,success,3307.245349168777,31,90,seed187,True,True,True,False,False,True,
188,seed188,False,110.8613874458311,max_epochs,3608.969546556473,32,94,seed188,False,True,False,False,False,False,
189,seed189,False,100.0430766886626,max_epochs,3570.437572002411,32,93,seed189,False,True,False,False,False,False,
190,seed190,False,29.67247322498437,max_epochs,3585.44065284729,32,95,seed190,False,True,True,False,False,True,
191,seed191,False,110.81247021490717,max_epochs,3563.6647160053253,32,96,seed191,False,True,False,False,False,False,
192,seed192,True,16.595201456795742,success,1690.5151975154877,28,80,seed192,True,True,False,False,False,False,
193,seed193,False,110.77284681216511,max_epochs,3638.142564535141,33,98,seed193,False,True,False,False,False,False,
194,seed194,False,108.84961333605364,max_epochs,3702.347096443176,33,99,seed194,False,True,False,False,False,False,
195,seed195,False,110.78237168319112,max_epochs,3650.40144443512,34,101,seed195,False,True,False,False,False,False,
196,seed196,True,13.311365160411274,success,1645.8056435585022,30,84,seed196,True,True,True,False,False,True,
197,seed197,True,19.17546034564544,success,2102.487854957581,32,92,seed197,True,True,True,False,False,True,
198,seed198,False,112.03999041894645,max_epochs,3662.9625091552734,38,106,seed198,False,True,False,False,False,False,
199,seed199,True,19.318698604192488,success,563.5793159008026,29,82,seed199,True,True,True,False,False,True,
200,seed200,True,19.23953071645014,success,1507.277599811554,33,97,seed200,True,True,False,False,False,False,
201,seed201,False,110.74238393247455,max_epochs,3729.3539655208574,42,111,seed201,False,True,False,False,False,False,
202,seed202,False,72.87808574224212,max_epochs,3794.641862154007,42,112,seed202,False,True,False,False,False,False,
203,seed203,True,18.19181365234573,success,1797.565684080124,36,103,seed203,True,True,False,False,False,False,
204,seed204,False,110.79455954727872,max_epochs,3810.217239141464,42,114,seed204,False,True,False,False,False,False,
205,seed205,False,109.33866881411215,max_epochs,3690.118454217911,42,113,seed205,False,True,False,False,False,False,
206,seed206,False,100.36545064489532,max_epochs,3725.054931640625,42,115,seed206,False,True,False,False,False,False,
207,seed207,True,17.00071763513393,success,1304.0193717479706,35,102,seed207,True,True,True,False,False,True,
208,seed208,True,13.955587075621814,success,3529.436358690262,43,116,seed208,True,True,True,False,False,True,
209,seed209,False,111.06082688705376,max_epochs,3718.49685049057,44,119,seed209,False,True,False,False,False,False,
210,seed210,False,118.96331848867352,max_epochs,3606.5631217956543,44,118,seed210,False,True,False,False,False,False,
211,seed211,True,8.36465351812518,success,2782.082060575485,41,109,seed211,True,True,True,False,False,True,
212,seed212,True,15.252024034990576,success,763.020122051239,34,100,seed212,True,True,True,False,False,True,
213,seed213,False,102.70904570409084,max_epochs,3675.417691230774,45,121,seed213,False,True,False,False,False,False,
214,seed214,True,18.710299824548056,success,967.5420858860016,37,104,seed214,True,True,True,False,False,True,
215,seed215,False,110.77783418604258,max_epochs,3688.327470541,45,122,seed215,False,True,False,False,False,False,
216,seed216,False,111.00233787153716,max_epochs,3666.888739347458,46,124,seed216,False,True,False,False,False,False,
217,seed217,True,17.847079193721257,success,1459.2685878276825,39,107,seed217,True,True,False,False,False,False,
218,seed218,False,110.77115441126644,max_epochs,3736.35050868988,47,127,seed218,False,True,False,False,False,False,
219,seed219,False,99.49073220804104,max_epochs,3680.7907164096832,47,126,seed219,False,True,False,False,False,False,
220,seed220,True,19.983196731545185,success,1586.8635675907135,40,108,seed220,True,True,False,False,False,False,
221,seed221,False,59.963072046005706,max_epochs,3666.073487758637,47,128,seed221,False,True,False,False,False,False,
222,seed222,True,17.6171692653593,success,719.2733590602875,38,105,seed222,True,True,True,False,False,True,
223,seed223,False,63.46111296056799,max_epochs,3990.169719696045,50,132,seed223,False,True,False,False,False,False,
224,seed224,True,19.764622988132537,success,920.0570194721222,42,110,seed224,True,True,True,False,False,True,
225,seed225,False,33.839348634231925,max_epochs,3553.869533061981,53,136,seed225,False,True,False,False,False,False,
226,seed226,True,13.683815209243823,success,1213.169580936432,44,117,seed226,True,True,True,False,False,True,
227,seed227,False,110.95523629584976,max_epochs,3769.3472230434418,7,10,seed227,False,True,False,False,False,False,
228,seed228,True,12.239438859676197,success,1607.3622348308563,47,125,seed228,True,True,True,False,False,True,
229,seed229,True,14.22793790615628,success,1120.101557016373,46,123,seed229,True,True,True,False,False,True,
230,seed230,True,4.54095058774636,success,838.2572255134583,45,120,seed230,True,True,True,False,False,True,
231,seed231,False,101.87004577547084,max_epochs,3800.6493439674377,7,18,seed231,False,True,False,False,False,False,
232,seed232,False,101.0401793396474,max_epochs,3793.7754468917847,7,16,seed232,False,True,False,True,False,False,
233,seed233,True,17.147026133868234,success,2180.6060693264008,52,134,seed233,True,True,False,False,False,False,
234,seed234,False,110.8886763442675,max_epochs,3769.358250617981,7,11,seed234,False,True,False,False,False,False,
235,seed235,False,103.64937354926226,max_epochs,3808.608340501785,7,19,seed235,False,True,False,False,False,False,
236,seed236,True,19.86159207142844,success,1935.4935019016264,51,133,seed236,True,True,False,False,False,False,
237,seed237,False,109.97734954126624,max_epochs,3753.233322143554,7,8,seed237,False,True,False,False,False,False,
238,seed238,True,18.01630461877473,success,1879.847345590592,53,135,seed238,True,True,True,False,False,True,
239,seed239,False,105.45673036579431,max_epochs,3813.810350418091,7,20,seed239,False,True,False,False,False,False,
240,seed240,False,100.02547840658148,max_epochs,3871.00748705864,7,21,seed240,False,True,False,False,False,False,
241,seed241,True,19.69566146100661,success,989.4503774642944,49,130,seed241,True,True,True,False,False,True,
242,seed242,True,18.673022433454136,success,821.4143841266632,48,129,seed242,True,True,True,False,False,True,
243,seed243,True,18.229247649438083,success,753.9539551734924,50,131,seed243,True,True,True,False,False,True,
244,seed244,False,100.32139652974996,max_epochs,3756.595757007599,7,9,seed244,False,True,False,False,False,False,
245,seed245,False,110.74805158443822,max_epochs,3788.39474272728,7,14,seed245,False,True,False,False,False,False,
246,seed246,False,101.71367476715317,max_epochs,3769.9531240463257,7,12,seed246,False,True,False,False,False,False,
247,seed247,True,19.835804134242327,success,3092.780366897583,7,7,seed247,True,True,False,False,False,False,
248,seed248,False,105.37210322898132,max_epochs,3783.324546337128,7,13,seed248,False,True,False,False,False,False,
249,seed249,True,16.78395711880758,success,1481.4403460025787,3,3,seed249,True,True,False,False,False,False,
250,seed250,False,110.81101481013572,max_epochs,3797.9364976882935,7,17,seed250,False,True,False,False,False,False,
251,seed251,True,13.908724719319014,success,778.3839204311371,54,137,seed251,True,True,True,False,False,True,
252,seed252,True,17.555525447863758,success,1283.69882106781,2,2,seed252,True,True,False,False,False,False,
253,seed253,True,18.61291203976722,success,2007.742141962052,4,4,seed253,True,True,False,False,False,False,
254,seed254,True,9.76443470845565,success,898.5045926570892,1,1,seed254,True,True,True,False,False,True,
255,seed255,True,15.93230287762901,success,2267.4250383377075,5,5,seed255,True,True,True,False,False,True,
256,seed256,False,100.55016232567996,max_epochs,3787.5367918014526,7,15,seed256,False,True,False,True,False,False,
257,seed257,True,19.017657772146293,success,3152.6868948936462,8,22,seed257,True,True,False,False,False,False,
258,seed258,True,18.20029045694355,success,982.5629744529724,6,6,seed258,True,True,True,False,False,True,
259,seed259,False,110.76884547632925,max_epochs,3854.304588317871,11,26,seed259,False,True,False,False,False,False,
260,seed260,False,69.41443146753006,max_epochs,3923.2578358650208,13,29,seed260,False,True,False,False,False,False,
261,seed261,False,107.67791110354008,max_epochs,3831.850373029709,13,30,seed261,False,True,False,False,False,False,
262,seed262,False,31.31326563944136,max_epochs,3970.037838459015,13,31,seed262,False,True,False,False,False,False,
263,seed263,False,107.22300333383524,max_epochs,3930.9490206241608,15,34,seed263,False,True,False,False,False,False,
264,seed264,False,25.625939597552183,max_epochs,4134.402259349823,18,45,seed264,False,True,True,False,False,True,
265,seed265,False,101.01098599993504,max_epochs,3938.319476127625,17,39,seed265,False,True,False,False,False,False,
266,seed266,True,19.98444590735185,success,1758.1355834007263,13,28,seed266,True,True,False,False,False,False,
267,seed267,False,108.1750935804053,max_epochs,3846.2720670700073,16,37,seed267,False,True,False,False,False,False,
268,seed268,False,110.86394536408176,max_epochs,3938.0156133174896,17,40,seed268,False,True,False,False,False,False,
269,seed269,True,18.944830139167703,success,959.3555006980896,10,24,seed269,True,True,True,False,False,True,
270,seed270,False,104.37277035387876,max_epochs,3923.088696479797,17,41,seed270,False,True,False,False,False,False,
271,seed271,False,99.86959316541528,max_epochs,3991.818988084793,18,43,seed271,False,True,False,True,False,False,
272,seed272,False,109.25364274390648,max_epochs,3816.381698846817,16,36,seed272,False,True,False,False,False,False,
273,seed273,True,13.749985846519364,success,1717.2466614246368,12,27,seed273,True,True,True,False,False,True,
274,seed274,True,10.368754052963094,success,824.2770714759827,9,23,seed274,True,True,False,False,False,False,
275,seed275,False,107.59318377738356,max_epochs,4149.910404682159,18,46,seed275,False,True,False,False,False,False,
276,seed276,False,63.470898725379634,max_epochs,3999.246695995331,18,44,seed276,False,True,False,True,True,True,
