seed,run_id,success,best_loss,stop_reason,elapsed_seconds,success_count_so_far,finished_count_so_far,seed_label,loss_success,parse_ok,rne_is_oscillator,rne_is_broken_oscillator,rne_fixed_by_reaction_removal,rne_posthoc_success,error
277,seed277,True,13.01608046345126,success,2963.678501367569,15,33,seed277,True,True,True,False,False,True,
278,seed278,True,12.68020738221446,success,1169.50062084198,11,25,seed278,True,True,False,False,False,False,
279,seed279,False,110.76456430487424,max_epochs,3903.732991933823,19,48,seed279,False,True,False,False,False,False,
280,seed280,False,74.24339064817083,max_epochs,3966.8904359340654,20,50,seed280,False,True,False,False,False,False,
281,seed281,True,16.85459026608493,success,1962.885650396347,16,35,seed281,True,True,True,False,False,True,
282,seed282,True,15.811536369156638,success,2431.198814153672,18,42,seed282,True,True,True,False,False,True,
283,seed283,True,16.622599719969433,success,880.0813312530518,14,32,seed283,True,True,True,False,False,True,
284,seed284,False,110.85086889564232,max_epochs,3854.423873901367,24,55,seed284,False,True,False,False,False,False,
285,seed285,False,81.14898309719769,max_epochs,3954.520372390747,26,58,seed285,False,True,False,False,False,False,
286,seed286,False,22.6253276913816,max_epochs,3908.485988855362,27,60,seed286,False,True,True,False,False,True,
287,seed287,True,15.864589282594087,success,1413.6170184612274,17,38,seed287,True,True,False,False,False,False,
288,seed288,False,71.41260231673814,max_epochs,3995.786064386368,29,63,seed288,False,True,True,False,False,True,
289,seed289,True,16.20544224965714,success,2059.8364703655243,22,52,seed289,True,True,False,False,False,False,
290,seed290,True,9.648189938694443,success,3019.6889164447784,28,61,seed290,True,True,False,False,False,False,
291,seed291,True,16.421526355299626,success,905.2712833881378,19,47,seed291,True,True,True,False,False,True,
292,seed292,False,59.83954680284332,max_epochs,3927.4339847564697,30,65,seed292,False,True,False,False,False,False,
293,seed293,False,40.61415487212987,max_epochs,4232.700407743454,30,69,seed293,False,True,False,False,False,False,
294,seed294,False,110.77998102355966,max_epochs,3889.001958847046,30,66,seed294,False,True,False,False,False,False,
295,seed295,False,99.916005076892,max_epochs,3910.2077000141135,30,67,seed295,False,True,False,False,False,False,
296,seed296,False,117.91431056519978,max_epochs,3951.5613923072815,30,68,seed296,False,True,False,False,False,False,
297,seed297,True,12.629977680902028,success,1292.5686588287354,23,53,seed297,True,True,True,False,False,True,
298,seed298,True,10.421034731271703,success,2845.461418867111,30,64,seed298,True,True,True,False,False,True,
299,seed299,True,7.202604856857569,success,1027.122742176056,21,51,seed299,True,True,True,False,False,True,
300,seed300,True,17.819267297135,success,763.3395583629608,20,49,seed300,True,True,True,False,False,True,
301,seed301,True,19.532726101332244,success,1205.3862648010254,24,54,seed301,True,True,True,False,False,True,
302,seed302,True,14.830134182003246,success,1965.171631336212,27,59,seed302,True,True,True,False,False,True,
303,seed303,True,17.601683442518386,success,1590.5647068023682,26,57,seed303,True,True,False,False,False,False,
304,seed304,False,100.45574337836116,max_epochs,3944.393491506577,31,71,seed304,False,True,False,False,False,False,
305,seed305,True,19.40381307458733,success,897.2187283039093,25,56,seed305,True,True,True,False,False,True,
306,seed306,False,110.76456905272492,max_epochs,3944.108948469162,31,72,seed306,False,True,False,False,False,False,
307,seed307,False,110.91367067938286,max_epochs,3854.350694656372,31,73,seed307,False,True,False,False,False,False,
308,seed308,False,61.742448706150256,max_epochs,4052.268132448197,31,75,seed308,False,True,True,False,False,True,
309,seed309,False,60.11828711767788,max_epochs,3865.082405090332,31,74,seed309,False,True,False,False,False,False,
310,seed310,True,17.545856047298695,success,1128.6800303459167,29,62,seed310,True,True,True,False,False,True,
311,seed311,False,110.7698713085215,max_epochs,3960.58616399765,32,77,seed311,False,True,False,False,False,False,
312,seed312,True,5.312473602400877,success,3520.961853504181,32,76,seed312,True,True,True,False,False,True,
313,seed313,False,58.01186715482152,max_epochs,3955.6260001659393,32,78,seed313,False,True,False,False,False,False,
314,seed314,True,17.684945562980158,success,2107.734446287155,31,70,seed314,True,True,False,False,False,False,
315,seed315,False,23.572047537346304,max_epochs,3938.283325195313,32,79,seed315,False,True,False,False,False,False,
316,seed316,False,111.73106228849852,max_epochs,3884.8868091106415,32,80,seed316,False,True,False,False,False,False,
317,seed317,False,110.83396316126544,max_epochs,3979.055233001709,32,81,seed317,False,True,False,False,False,False,
318,seed318,False,110.91126424072314,max_epochs,3921.487823724746,32,82,seed318,False,True,False,False,False,False,
319,seed319,False,110.82999629293208,max_epochs,3951.318779706955,33,84,seed319,False,True,False,False,False,False,
320,seed320,False,100.58653947378411,max_epochs,3944.550649166107,33,85,seed320,False,True,False,False,False,False,
321,seed321,False,110.76788219437783,max_epochs,3968.3322451114655,35,88,seed321,False,True,False,False,False,False,
322,seed322,False,67.11502745107657,max_epochs,4099.843563556671,35,90,seed322,False,True,False,False,False,False,
323,seed323,False,110.78703188070403,max_epochs,3936.232048273087,35,89,seed323,False,True,False,False,False,False,
324,seed324,True,16.10807478854742,success,3599.483649253845,35,87,seed324,True,True,False,False,False,False,
325,seed325,False,104.4929106391089,max_epochs,3921.0424320697775,35,91,seed325,False,True,False,False,False,False,
326,seed326,False,100.02251271489428,max_epochs,3981.976812839508,35,92,seed326,False,True,False,False,False,False,
327,seed327,False,108.86656925048804,max_epochs,3979.7365260124207,37,95,seed327,False,True,False,False,False,False,
328,seed328,False,110.79850086218572,max_epochs,3973.728002786637,37,96,seed328,False,True,False,False,False,False,
329,seed329,True,16.63681128886115,success,1611.0704290866852,33,83,seed329,True,True,True,False,False,True,
330,seed330,False,110.75674715870684,max_epochs,4017.261174201965,38,98,seed330,False,True,False,False,False,False,
331,seed331,False,100.08967417777622,max_epochs,4010.063365459442,38,99,seed331,False,True,False,False,False,False,
332,seed332,False,110.79625709741131,max_epochs,4005.194885969162,38,100,seed332,False,True,False,False,False,False,
333,seed333,False,110.77832406957944,max_epochs,3997.6239533424377,39,102,seed333,False,True,False,False,False,False,
334,seed334,False,102.75149457556,max_epochs,4065.882607698441,40,104,seed334,False,True,False,False,False,False,
335,seed335,True,14.430991139306856,success,1199.96453666687,34,86,seed335,True,True,True,False,False,True,
336,seed336,False,110.7708098709002,max_epochs,4088.5952382087694,41,106,seed336,False,True,False,False,False,False,
337,seed337,True,19.73471192178549,success,1996.4105203151703,36,93,seed337,True,True,True,False,False,True,
338,seed338,False,103.32644726681076,max_epochs,4052.008599042893,42,108,seed338,False,True,False,False,False,False,
339,seed339,False,110.81923440446543,max_epochs,4076.458187103272,42,109,seed339,False,True,False,False,False,False,
340,seed340,True,19.40608074692153,success,1810.7446177005768,37,94,seed340,True,True,True,False,False,True,
341,seed341,False,24.299927554157648,max_epochs,4089.592214584351,43,111,seed341,False,True,False,False,False,False,
342,seed342,False,110.7792196669199,max_epochs,4106.287191390991,43,112,seed342,False,True,False,False,False,False,
343,seed343,False,109.10780159708858,max_epochs,4094.9417204856873,45,115,seed343,False,True,False,False,False,False,
344,seed344,False,109.0720347473756,max_epochs,4104.158777713776,47,118,seed344,False,True,False,False,False,False,
345,seed345,True,19.90137392712248,success,1574.648076295853,39,101,seed345,True,True,True,False,False,True,
346,seed346,True,19.44803315469638,success,1209.704508781433,38,97,seed346,True,True,False,False,False,False,
347,seed347,True,17.178520584272384,success,3445.8334827423096,44,113,seed347,True,True,True,False,False,True,
348,seed348,False,35.199543804227915,max_epochs,4227.119589567184,47,120,seed348,False,True,True,False,False,True,
349,seed349,False,110.75842547017928,max_epochs,4033.092968940735,47,119,seed349,False,True,False,False,False,False,
350,seed350,True,17.702389195498526,success,3054.4476482868195,45,114,seed350,True,True,True,False,False,True,
351,seed351,True,15.672942882496557,success,1086.813306093216,40,103,seed351,True,True,False,False,False,False,
352,seed352,True,18.732329213971777,success,1182.8659942150116,41,105,seed352,True,True,False,False,False,False,
353,seed353,True,8.240304019150809,success,1608.5746936798096,43,110,seed353,True,True,True,False,False,True,
354,seed354,False,28.6677140805951,max_epochs,4242.760710000992,48,123,seed354,False,True,False,False,False,False,
355,seed355,False,100.89157254631785,max_epochs,4033.103852748871,48,122,seed355,False,True,False,False,False,False,
356,seed356,True,16.49430343773325,success,1158.3215160369873,42,107,seed356,True,True,False,False,False,False,
357,seed357,False,100.5203040347099,max_epochs,4122.531883239746,48,124,seed357,False,True,False,False,False,False,
358,seed358,False,65.4199013092371,max_epochs,4041.238400936127,49,126,seed358,False,True,True,False,False,True,
359,seed359,True,18.246983776856474,success,1961.7379128932955,47,117,seed359,True,True,True,False,False,True,
360,seed360,False,69.58419928338166,max_epochs,4014.418960332872,49,127,seed360,False,True,False,False,False,False,
361,seed361,True,10.193949107719478,success,1602.3909730911255,46,116,seed361,True,True,True,False,False,True,
362,seed362,False,67.70617913619867,max_epochs,4052.3125150203705,49,128,seed362,False,True,True,False,False,True,
363,seed363,False,100.13227181654482,max_epochs,4062.040947198868,49,129,seed363,False,True,False,False,False,False,
364,seed364,False,104.14016487371178,max_epochs,4099.420908689499,49,130,seed364,False,True,False,False,False,False,
365,seed365,False,61.906173358095245,max_epochs,4123.49755191803,49,131,seed365,False,True,False,False,False,False,
366,seed366,False,105.13223893120474,max_epochs,4028.03902387619,49,132,seed366,False,True,False,False,False,False,
367,seed367,False,45.74029196421773,max_epochs,4046.245245218277,51,135,seed367,False,True,True,False,False,True,
368,seed368,False,110.88450195269212,max_epochs,4137.430146694183,51,137,seed368,False,True,False,False,False,False,
369,seed369,True,4.663023927765267,success,2053.520222425461,49,125,seed369,True,True,True,False,False,True,
370,seed370,False,110.76897233905962,max_epochs,4024.936805486679,51,136,seed370,False,True,False,False,False,False,
371,seed371,False,114.27589544106624,max_epochs,4029.440942287445,51,138,seed371,False,True,False,False,False,False,
372,seed372,True,9.147181942568205,success,1397.945415973663,48,121,seed372,True,True,True,False,False,True,
373,seed373,False,64.12124129977323,max_epochs,4045.358805656433,51,139,seed373,False,True,False,False,False,False,
374,seed374,False,26.241708215242845,max_epochs,4101.579742431641,52,141,seed374,False,True,False,False,False,False,
375,seed375,False,110.96804437529036,max_epochs,4108.22204208374,52,142,seed375,False,True,False,False,False,False,
376,seed376,False,104.00835211468656,max_epochs,4098.444347143173,53,144,seed376,False,True,False,False,False,False,
377,seed377,False,110.58520600757844,max_epochs,3966.474878072738,55,147,seed377,False,True,False,False,False,False,
378,seed378,False,110.90905025640238,max_epochs,3964.53454041481,55,148,seed378,False,True,False,False,False,False,
379,seed379,False,48.3485938353889,max_epochs,3902.466147184372,55,149,seed379,False,True,False,False,False,False,
380,seed380,False,34.18171459755454,max_epochs,3927.0822174549103,55,150,seed380,False,True,False,False,False,False,
381,seed381,True,19.6248315952679,success,2300.533129930496,52,140,seed381,True,True,True,False,False,True,
382,seed382,True,12.050055629728952,success,1220.6137986183169,51,134,seed382,True,True,False,False,False,False,
383,seed383,True,18.063431921559538,success,820.649432182312,50,133,seed383,True,True,False,False,False,False,
384,seed384,False,94.85845870851502,max_epochs,3635.704985141754,57,153,seed384,False,True,False,False,False,False,
385,seed385,False,83.22236765326113,max_epochs,3598.271907567978,57,155,seed385,False,True,False,False,False,False,
386,seed386,False,25.86971748411599,max_epochs,3518.022730588913,57,154,seed386,False,True,False,False,False,False,
387,seed387,False,78.24627306378531,max_epochs,3414.025064945221,57,156,seed387,False,True,True,False,False,True,
388,seed388,False,110.61230513481756,max_epochs,3417.7403259277344,57,157,seed388,False,True,False,False,False,False,
389,seed389,False,61.10039624605707,max_epochs,3453.606890439987,57,159,seed389,False,True,False,False,False,False,
390,seed390,False,76.82134020883318,max_epochs,3375.011190891266,57,158,seed390,False,True,True,False,False,True,
391,seed391,True,11.443878377051597,success,1743.227296590805,55,146,seed391,True,True,False,False,False,False,
392,seed392,False,110.89193407279646,max_epochs,2902.3771691322327,58,161,seed392,False,True,False,False,False,False,
393,seed393,True,15.872709260563138,success,1005.3970091342926,54,145,seed393,True,True,True,False,False,True,
394,seed394,True,15.005802745573774,success,775.0259971618652,53,143,seed394,True,True,False,False,False,False,
395,seed395,False,67.6732673162718,max_epochs,2762.1639318466187,58,163,seed395,False,True,False,False,False,False,
396,seed396,False,110.81134036516804,max_epochs,2656.121977090836,58,162,seed396,False,True,False,False,False,False,
397,seed397,True,19.18656278499791,success,1769.009209871292,57,152,seed397,True,True,False,False,False,False,
398,seed398,True,13.950826923609227,success,1302.4296934604645,56,151,seed398,True,True,True,False,False,True,
399,seed399,True,18.27912681682969,success,1892.3120379447937,58,160,seed399,True,True,False,False,False,False,
