metricName,metricValue,timestamp,step,epoch,runContext,offset
Timing: Actuator,1.4955673217773438,1784389113867,0,,,-5288168880664856888
Timing: Actuator,0.8204567432403564,1784389221886,1,,,-3641159361626208731
Timing: Actuator,0.8372824192047119,1784389308742,2,,,-5006837221158104193
Timing: Actuator,1.7758193016052246,1784389399879,3,,,-5881837393791830338
Timing: Actuator,1.7362899780273438,1784389489264,4,,,-5954365413390637028
Timing: Actuator,0.8705499172210693,1784389577285,5,,,-54583693939752940
Timing: Actuator,0.8306689262390137,1784389685689,6,,,-1108303577649425394
Timing: Actuator,0.8362865447998047,1784389778620,7,,,-960781055308565464
Timing: Actuator,1.8540539741516113,1784389876474,8,,,-7924941776668804
Timing: Actuator,0.8311104774475098,1784389968580,9,,,-9118000251770825882
Timing: Actuator,0.8480033874511719,1784390064633,10,,,-2489049897453377880
Timing: Actuator,0.8464367389678955,1784390171959,11,,,-5801485316053893642
Timing: Actuator,1.8420686721801758,1784390268695,12,,,-1062263760993742704
Timing: Actuator,1.764449119567871,1784390364948,13,,,-3871980603150484129
Timing: Actuator,0.8604412078857422,1784390463890,14,,,-8876138398625159882
Timing: Actuator,0.853334903717041,1784390562237,15,,,-2760777419369205671
Timing: Actuator,0.8281340599060059,1784390678532,16,,,-6662340685046154297
Timing: Actuator,1.9447410106658936,1784390780967,17,,,-281973502664262320
Timing: Actuator,1.7229044437408447,1784390888357,18,,,-6073745481038791161
Timing: Actuator,0.8478837013244629,1784390985577,19,,,-8196790123925131056
Timing: Actuator,0.8787543773651123,1784391096329,20,,,-7455457965839307412
Timing: Actuator,0.8256545066833496,1784391216113,21,,,-9087384665594043259
Timing: Actuator,1.8478763103485107,1784391332116,22,,,-5018655381834988112
Timing: Actuator,0.8254780769348145,1784391452230,23,,,-7735317014243762420
Timing: Actuator,0.8663797378540039,1784391571004,24,,,-1746395398021745428
Timing: Actuator,0.8702230453491211,1784391706696,25,,,-5383071926269752549
Timing: Actuator,0.8621594905853271,1784391856906,26,,,-3890119048134232221
Timing: Actuator,1.8925387859344482,1784392007191,27,,,-5585752133415139549
Timing: Actuator,0.8354527950286865,1784392164057,28,,,-4601889112034095016
Timing: Actuator,0.8390395641326904,1784392326020,29,,,-4982193595564587642
Timing: Actuator,0.8516361713409424,1784392487992,30,,,-7697765184312405715
Timing: Actuator,0.8547077178955078,1784392677459,31,,,-5916447208495184223
Timing: Actuator,1.8493764400482178,1784392861547,32,,,-4985528741398300752
Timing: Actuator,0.8341367244720459,1784393035209,33,,,-1804302067439925537
Timing: Actuator,0.8319694995880127,1784393226012,34,,,-5796893264266937006
Timing: Actuator,1.9900236129760742,1784393401885,35,,,-3826747831636171832
Timing: Actuator,1.89536714553833,1784393608329,36,,,-6436335212794037671
Timing: Actuator,1.8438897132873535,1784393794246,37,,,-482145322944030950
Timing: Actuator,0.8382613658905029,1784393992806,38,,,-3607025142833352548
Timing: Actuator,0.8458385467529297,1784394187048,39,,,-7408533856276446142
Timing: Actuator,1.9325482845306396,1784394381275,40,,,-2830377859315351611
Timing: Actuator,1.8108186721801758,1784394587701,41,,,-4022502016018499622
Timing: Actuator,0.839827299118042,1784394780569,42,,,-7581448921564619898
Timing: Actuator,0.835944414138794,1784394972128,43,,,-8554063359467905583
Timing: Actuator,0.8298563957214355,1784395177149,44,,,-5796045494020920759
Timing: Actuator,1.8460819721221924,1784395370204,45,,,-7996396560871176826
Timing: Actuator,1.8504838943481445,1784395574860,46,,,-3657510482559066756
Timing: Actuator,0.8297655582427979,1784395770594,47,,,-626162031434077983
Timing: Actuator,0.8542253971099854,1784395965596,48,,,-4823782341515853324
Timing: Actuator,1.881577491760254,1784396158920,49,,,-1403175245423875538
Timing: Actuator,0.8255198001861572,1784396353225,50,,,-1198644968954299083
Timing: Actuator,1.7107703685760498,1784396570726,51,,,-8299631903210128821
Timing: Actuator,0.8494150638580322,1784396765652,52,,,-2545188268021934840
Timing: Actuator,0.8542323112487793,1784396970972,53,,,-3747483660728874772
Timing: Actuator,1.898404598236084,1784397174997,54,,,-7071314947048852087
Timing: Actuator,0.8372392654418945,1784397372404,55,,,-1181282300195908813
Timing: Actuator,0.8007316589355469,1784397588201,56,,,-7861990497336772095
Timing: Actuator,0.8358621597290039,1784397795563,57,,,-3219850907124827504
Timing: Actuator,1.930809497833252,1784397999567,58,,,-5064403356177900873
Timing: Actuator,1.748392105102539,1784398208019,59,,,-3521632323225316012
Timing: Actuator,0.8382697105407715,1784398411496,60,,,-394043224752549982
Timing: Actuator,0.8192138671875,1784398638712,61,,,-6215444920949785800
Timing: Actuator,0.8756697177886963,1784398838046,62,,,-1478794021254843077
Timing: Actuator,1.8533616065979004,1784399038058,63,,,-2505028762382983926
Timing: Actuator,0.8387773036956787,1784399245277,64,,,-5413678962551552440
Timing: Actuator,0.8324766159057617,1784399444638,65,,,-2318794150045228949
Timing: Actuator,0.8165841102600098,1784399667965,66,,,-5531700040050753344
Timing: Actuator,0.8819351196289062,1784399876270,67,,,-2064349959689685024
Timing: Actuator,1.809685468673706,1784400074404,68,,,-6253765935097544490
Timing: Actuator,0.8307254314422607,1784400278056,69,,,-1117437052690350465
Timing: Actuator,0.8369743824005127,1784400480446,70,,,-4355469020514131589
