crn_rank_excluded_index,reaction_i,reaction_j,reaction_i_text,reaction_j_text,zeta_i,zeta_j,passing_ordered_pairs,rank_S_upper_bound,required_rank,exclusion_reason
1367,69,345,X4 -> X2,X1+X4 -> 2X4,"(0, 1, 0, -1, 0)","(-1, 0, 0, 1, 0)",69->345;345->69,2,5,rank(S) <= m = 2 < n = 5
1368,69,346,X4 -> X2,X1+X4 -> X3,"(0, 1, 0, -1, 0)","(-1, 0, 1, -1, 0)",69->346;346->69,2,5,rank(S) <= m = 2 < n = 5
1369,69,347,X4 -> X2,X1+X4 -> X3+X5,"(0, 1, 0, -1, 0)","(-1, 0, 1, -1, 1)",69->347;347->69,2,5,rank(S) <= m = 2 < n = 5
1370,69,348,X4 -> X2,X1+X4 -> X3+X4,"(0, 1, 0, -1, 0)","(-1, 0, 1, 0, 0)",69->348;348->69,2,5,rank(S) <= m = 2 < n = 5
1371,69,349,X4 -> X2,X1+X4 -> 2X3,"(0, 1, 0, -1, 0)","(-1, 0, 2, -1, 0)",69->349;349->69,2,5,rank(S) <= m = 2 < n = 5
1372,69,350,X4 -> X2,X1+X4 -> X2,"(0, 1, 0, -1, 0)","(-1, 1, 0, -1, 0)",69->350;350->69,2,5,rank(S) <= m = 2 < n = 5
1373,69,351,X4 -> X2,X1+X4 -> X2+X5,"(0, 1, 0, -1, 0)","(-1, 1, 0, -1, 1)",69->351;351->69,2,5,rank(S) <= m = 2 < n = 5
1374,69,352,X4 -> X2,X1+X4 -> X2+X4,"(0, 1, 0, -1, 0)","(-1, 1, 0, 0, 0)",69->352;352->69,2,5,rank(S) <= m = 2 < n = 5
1375,69,353,X4 -> X2,X1+X4 -> X2+X3,"(0, 1, 0, -1, 0)","(-1, 1, 1, -1, 0)",69->353;353->69,2,5,rank(S) <= m = 2 < n = 5
1376,69,354,X4 -> X2,X1+X4 -> 2X2,"(0, 1, 0, -1, 0)","(-1, 2, 0, -1, 0)",69->354;354->69,2,5,rank(S) <= m = 2 < n = 5
1377,69,355,X4 -> X2,X1+X4 -> X1,"(0, 1, 0, -1, 0)","(0, 0, 0, -1, 0)",69->355;355->69,2,5,rank(S) <= m = 2 < n = 5
1378,69,356,X4 -> X2,X1+X4 -> X1+X5,"(0, 1, 0, -1, 0)","(0, 0, 0, -1, 1)",69->356;356->69,2,5,rank(S) <= m = 2 < n = 5
1379,69,357,X4 -> X2,X1+X4 -> X1+X3,"(0, 1, 0, -1, 0)","(0, 0, 1, -1, 0)",69->357;357->69,2,5,rank(S) <= m = 2 < n = 5
1380,69,359,X4 -> X2,X1+X4 -> 2X1,"(0, 1, 0, -1, 0)","(1, 0, 0, -1, 0)",69->359;359->69,2,5,rank(S) <= m = 2 < n = 5
1381,70,340,X4 -> X2+X5,X1+X4 -> 0,"(0, 1, 0, -1, 1)","(-1, 0, 0, -1, 0)",70->340;340->70,2,5,rank(S) <= m = 2 < n = 5
1382,70,341,X4 -> X2+X5,X1+X4 -> X5,"(0, 1, 0, -1, 1)","(-1, 0, 0, -1, 1)",70->341;341->70,2,5,rank(S) <= m = 2 < n = 5
1383,70,342,X4 -> X2+X5,X1+X4 -> 2X5,"(0, 1, 0, -1, 1)","(-1, 0, 0, -1, 2)",70->342;342->70,2,5,rank(S) <= m = 2 < n = 5
1384,70,343,X4 -> X2+X5,X1+X4 -> X4,"(0, 1, 0, -1, 1)","(-1, 0, 0, 0, 0)",70->343;343->70,2,5,rank(S) <= m = 2 < n = 5
1385,70,344,X4 -> X2+X5,X1+X4 -> X4+X5,"(0, 1, 0, -1, 1)","(-1, 0, 0, 0, 1)",70->344;344->70,2,5,rank(S) <= m = 2 < n = 5
1386,70,345,X4 -> X2+X5,X1+X4 -> 2X4,"(0, 1, 0, -1, 1)","(-1, 0, 0, 1, 0)",70->345;345->70,2,5,rank(S) <= m = 2 < n = 5
1387,70,346,X4 -> X2+X5,X1+X4 -> X3,"(0, 1, 0, -1, 1)","(-1, 0, 1, -1, 0)",70->346;346->70,2,5,rank(S) <= m = 2 < n = 5
1388,70,347,X4 -> X2+X5,X1+X4 -> X3+X5,"(0, 1, 0, -1, 1)","(-1, 0, 1, -1, 1)",70->347;347->70,2,5,rank(S) <= m = 2 < n = 5
1389,70,348,X4 -> X2+X5,X1+X4 -> X3+X4,"(0, 1, 0, -1, 1)","(-1, 0, 1, 0, 0)",70->348;348->70,2,5,rank(S) <= m = 2 < n = 5
1390,70,349,X4 -> X2+X5,X1+X4 -> 2X3,"(0, 1, 0, -1, 1)","(-1, 0, 2, -1, 0)",70->349;349->70,2,5,rank(S) <= m = 2 < n = 5
1391,70,350,X4 -> X2+X5,X1+X4 -> X2,"(0, 1, 0, -1, 1)","(-1, 1, 0, -1, 0)",70->350;350->70,2,5,rank(S) <= m = 2 < n = 5
1392,70,351,X4 -> X2+X5,X1+X4 -> X2+X5,"(0, 1, 0, -1, 1)","(-1, 1, 0, -1, 1)",70->351;351->70,2,5,rank(S) <= m = 2 < n = 5
1393,70,352,X4 -> X2+X5,X1+X4 -> X2+X4,"(0, 1, 0, -1, 1)","(-1, 1, 0, 0, 0)",70->352;352->70,2,5,rank(S) <= m = 2 < n = 5
1394,70,353,X4 -> X2+X5,X1+X4 -> X2+X3,"(0, 1, 0, -1, 1)","(-1, 1, 1, -1, 0)",70->353;353->70,2,5,rank(S) <= m = 2 < n = 5
1395,70,354,X4 -> X2+X5,X1+X4 -> 2X2,"(0, 1, 0, -1, 1)","(-1, 2, 0, -1, 0)",70->354;354->70,2,5,rank(S) <= m = 2 < n = 5
1396,70,355,X4 -> X2+X5,X1+X4 -> X1,"(0, 1, 0, -1, 1)","(0, 0, 0, -1, 0)",70->355;355->70,2,5,rank(S) <= m = 2 < n = 5
1397,70,356,X4 -> X2+X5,X1+X4 -> X1+X5,"(0, 1, 0, -1, 1)","(0, 0, 0, -1, 1)",70->356;356->70,2,5,rank(S) <= m = 2 < n = 5
1398,70,357,X4 -> X2+X5,X1+X4 -> X1+X3,"(0, 1, 0, -1, 1)","(0, 0, 1, -1, 0)",70->357;357->70,2,5,rank(S) <= m = 2 < n = 5
1399,70,358,X4 -> X2+X5,X1+X4 -> X1+X2,"(0, 1, 0, -1, 1)","(0, 1, 0, -1, 0)",70->358;358->70,2,5,rank(S) <= m = 2 < n = 5
1400,70,359,X4 -> X2+X5,X1+X4 -> 2X1,"(0, 1, 0, -1, 1)","(1, 0, 0, -1, 0)",70->359;359->70,2,5,rank(S) <= m = 2 < n = 5
1401,71,340,X4 -> X2+X4,X1+X4 -> 0,"(0, 1, 0, 0, 0)","(-1, 0, 0, -1, 0)",71->340;340->71,2,5,rank(S) <= m = 2 < n = 5
1402,71,341,X4 -> X2+X4,X1+X4 -> X5,"(0, 1, 0, 0, 0)","(-1, 0, 0, -1, 1)",71->341;341->71,2,5,rank(S) <= m = 2 < n = 5
1403,71,342,X4 -> X2+X4,X1+X4 -> 2X5,"(0, 1, 0, 0, 0)","(-1, 0, 0, -1, 2)",71->342;342->71,2,5,rank(S) <= m = 2 < n = 5
1404,71,343,X4 -> X2+X4,X1+X4 -> X4,"(0, 1, 0, 0, 0)","(-1, 0, 0, 0, 0)",71->343;343->71,2,5,rank(S) <= m = 2 < n = 5
1405,71,344,X4 -> X2+X4,X1+X4 -> X4+X5,"(0, 1, 0, 0, 0)","(-1, 0, 0, 0, 1)",71->344;344->71,2,5,rank(S) <= m = 2 < n = 5
1406,71,345,X4 -> X2+X4,X1+X4 -> 2X4,"(0, 1, 0, 0, 0)","(-1, 0, 0, 1, 0)",71->345;345->71,2,5,rank(S) <= m = 2 < n = 5
1407,71,346,X4 -> X2+X4,X1+X4 -> X3,"(0, 1, 0, 0, 0)","(-1, 0, 1, -1, 0)",71->346;346->71,2,5,rank(S) <= m = 2 < n = 5
1408,71,347,X4 -> X2+X4,X1+X4 -> X3+X5,"(0, 1, 0, 0, 0)","(-1, 0, 1, -1, 1)",71->347;347->71,2,5,rank(S) <= m = 2 < n = 5
1409,71,348,X4 -> X2+X4,X1+X4 -> X3+X4,"(0, 1, 0, 0, 0)","(-1, 0, 1, 0, 0)",71->348;348->71,2,5,rank(S) <= m = 2 < n = 5
1410,71,349,X4 -> X2+X4,X1+X4 -> 2X3,"(0, 1, 0, 0, 0)","(-1, 0, 2, -1, 0)",71->349;349->71,2,5,rank(S) <= m = 2 < n = 5
1411,71,350,X4 -> X2+X4,X1+X4 -> X2,"(0, 1, 0, 0, 0)","(-1, 1, 0, -1, 0)",71->350;350->71,2,5,rank(S) <= m = 2 < n = 5
1412,71,351,X4 -> X2+X4,X1+X4 -> X2+X5,"(0, 1, 0, 0, 0)","(-1, 1, 0, -1, 1)",71->351;351->71,2,5,rank(S) <= m = 2 < n = 5
1413,71,352,X4 -> X2+X4,X1+X4 -> X2+X4,"(0, 1, 0, 0, 0)","(-1, 1, 0, 0, 0)",71->352;352->71,2,5,rank(S) <= m = 2 < n = 5
1414,71,353,X4 -> X2+X4,X1+X4 -> X2+X3,"(0, 1, 0, 0, 0)","(-1, 1, 1, -1, 0)",71->353;353->71,2,5,rank(S) <= m = 2 < n = 5
1415,71,354,X4 -> X2+X4,X1+X4 -> 2X2,"(0, 1, 0, 0, 0)","(-1, 2, 0, -1, 0)",71->354;354->71,2,5,rank(S) <= m = 2 < n = 5
1416,71,355,X4 -> X2+X4,X1+X4 -> X1,"(0, 1, 0, 0, 0)","(0, 0, 0, -1, 0)",71->355;355->71,2,5,rank(S) <= m = 2 < n = 5
1417,71,356,X4 -> X2+X4,X1+X4 -> X1+X5,"(0, 1, 0, 0, 0)","(0, 0, 0, -1, 1)",71->356;356->71,2,5,rank(S) <= m = 2 < n = 5
1418,71,357,X4 -> X2+X4,X1+X4 -> X1+X3,"(0, 1, 0, 0, 0)","(0, 0, 1, -1, 0)",71->357;357->71,2,5,rank(S) <= m = 2 < n = 5
1419,71,358,X4 -> X2+X4,X1+X4 -> X1+X2,"(0, 1, 0, 0, 0)","(0, 1, 0, -1, 0)",71->358;358->71,2,5,rank(S) <= m = 2 < n = 5
1420,71,359,X4 -> X2+X4,X1+X4 -> 2X1,"(0, 1, 0, 0, 0)","(1, 0, 0, -1, 0)",71->359;359->71,2,5,rank(S) <= m = 2 < n = 5
1421,72,340,X4 -> X2+X3,X1+X4 -> 0,"(0, 1, 1, -1, 0)","(-1, 0, 0, -1, 0)",72->340;340->72,2,5,rank(S) <= m = 2 < n = 5
1422,72,341,X4 -> X2+X3,X1+X4 -> X5,"(0, 1, 1, -1, 0)","(-1, 0, 0, -1, 1)",72->341;341->72,2,5,rank(S) <= m = 2 < n = 5
1423,72,342,X4 -> X2+X3,X1+X4 -> 2X5,"(0, 1, 1, -1, 0)","(-1, 0, 0, -1, 2)",72->342;342->72,2,5,rank(S) <= m = 2 < n = 5
1424,72,343,X4 -> X2+X3,X1+X4 -> X4,"(0, 1, 1, -1, 0)","(-1, 0, 0, 0, 0)",72->343;343->72,2,5,rank(S) <= m = 2 < n = 5
1425,72,344,X4 -> X2+X3,X1+X4 -> X4+X5,"(0, 1, 1, -1, 0)","(-1, 0, 0, 0, 1)",72->344;344->72,2,5,rank(S) <= m = 2 < n = 5
1426,72,345,X4 -> X2+X3,X1+X4 -> 2X4,"(0, 1, 1, -1, 0)","(-1, 0, 0, 1, 0)",72->345;345->72,2,5,rank(S) <= m = 2 < n = 5
1427,72,346,X4 -> X2+X3,X1+X4 -> X3,"(0, 1, 1, -1, 0)","(-1, 0, 1, -1, 0)",72->346;346->72,2,5,rank(S) <= m = 2 < n = 5
1428,72,347,X4 -> X2+X3,X1+X4 -> X3+X5,"(0, 1, 1, -1, 0)","(-1, 0, 1, -1, 1)",72->347;347->72,2,5,rank(S) <= m = 2 < n = 5
1429,72,348,X4 -> X2+X3,X1+X4 -> X3+X4,"(0, 1, 1, -1, 0)","(-1, 0, 1, 0, 0)",72->348;348->72,2,5,rank(S) <= m = 2 < n = 5
1430,72,349,X4 -> X2+X3,X1+X4 -> 2X3,"(0, 1, 1, -1, 0)","(-1, 0, 2, -1, 0)",72->349;349->72,2,5,rank(S) <= m = 2 < n = 5
1431,72,350,X4 -> X2+X3,X1+X4 -> X2,"(0, 1, 1, -1, 0)","(-1, 1, 0, -1, 0)",72->350;350->72,2,5,rank(S) <= m = 2 < n = 5
1432,72,351,X4 -> X2+X3,X1+X4 -> X2+X5,"(0, 1, 1, -1, 0)","(-1, 1, 0, -1, 1)",72->351;351->72,2,5,rank(S) <= m = 2 < n = 5
1433,72,352,X4 -> X2+X3,X1+X4 -> X2+X4,"(0, 1, 1, -1, 0)","(-1, 1, 0, 0, 0)",72->352;352->72,2,5,rank(S) <= m = 2 < n = 5
1434,72,353,X4 -> X2+X3,X1+X4 -> X2+X3,"(0, 1, 1, -1, 0)","(-1, 1, 1, -1, 0)",72->353;353->72,2,5,rank(S) <= m = 2 < n = 5
1435,72,354,X4 -> X2+X3,X1+X4 -> 2X2,"(0, 1, 1, -1, 0)","(-1, 2, 0, -1, 0)",72->354;354->72,2,5,rank(S) <= m = 2 < n = 5
1436,72,355,X4 -> X2+X3,X1+X4 -> X1,"(0, 1, 1, -1, 0)","(0, 0, 0, -1, 0)",72->355;355->72,2,5,rank(S) <= m = 2 < n = 5
1437,72,356,X4 -> X2+X3,X1+X4 -> X1+X5,"(0, 1, 1, -1, 0)","(0, 0, 0, -1, 1)",72->356;356->72,2,5,rank(S) <= m = 2 < n = 5
1438,72,357,X4 -> X2+X3,X1+X4 -> X1+X3,"(0, 1, 1, -1, 0)","(0, 0, 1, -1, 0)",72->357;357->72,2,5,rank(S) <= m = 2 < n = 5
1439,72,358,X4 -> X2+X3,X1+X4 -> X1+X2,"(0, 1, 1, -1, 0)","(0, 1, 0, -1, 0)",72->358;358->72,2,5,rank(S) <= m = 2 < n = 5
1440,72,359,X4 -> X2+X3,X1+X4 -> 2X1,"(0, 1, 1, -1, 0)","(1, 0, 0, -1, 0)",72->359;359->72,2,5,rank(S) <= m = 2 < n = 5
1441,73,340,X4 -> 2X2,X1+X4 -> 0,"(0, 2, 0, -1, 0)","(-1, 0, 0, -1, 0)",73->340;340->73,2,5,rank(S) <= m = 2 < n = 5
1442,73,341,X4 -> 2X2,X1+X4 -> X5,"(0, 2, 0, -1, 0)","(-1, 0, 0, -1, 1)",73->341;341->73,2,5,rank(S) <= m = 2 < n = 5
1443,73,342,X4 -> 2X2,X1+X4 -> 2X5,"(0, 2, 0, -1, 0)","(-1, 0, 0, -1, 2)",73->342;342->73,2,5,rank(S) <= m = 2 < n = 5
1444,73,343,X4 -> 2X2,X1+X4 -> X4,"(0, 2, 0, -1, 0)","(-1, 0, 0, 0, 0)",73->343;343->73,2,5,rank(S) <= m = 2 < n = 5
1445,73,344,X4 -> 2X2,X1+X4 -> X4+X5,"(0, 2, 0, -1, 0)","(-1, 0, 0, 0, 1)",73->344;344->73,2,5,rank(S) <= m = 2 < n = 5
1446,73,345,X4 -> 2X2,X1+X4 -> 2X4,"(0, 2, 0, -1, 0)","(-1, 0, 0, 1, 0)",73->345;345->73,2,5,rank(S) <= m = 2 < n = 5
1447,73,346,X4 -> 2X2,X1+X4 -> X3,"(0, 2, 0, -1, 0)","(-1, 0, 1, -1, 0)",73->346;346->73,2,5,rank(S) <= m = 2 < n = 5
1448,73,347,X4 -> 2X2,X1+X4 -> X3+X5,"(0, 2, 0, -1, 0)","(-1, 0, 1, -1, 1)",73->347;347->73,2,5,rank(S) <= m = 2 < n = 5
1449,73,348,X4 -> 2X2,X1+X4 -> X3+X4,"(0, 2, 0, -1, 0)","(-1, 0, 1, 0, 0)",73->348;348->73,2,5,rank(S) <= m = 2 < n = 5
1450,73,349,X4 -> 2X2,X1+X4 -> 2X3,"(0, 2, 0, -1, 0)","(-1, 0, 2, -1, 0)",73->349;349->73,2,5,rank(S) <= m = 2 < n = 5
1451,73,350,X4 -> 2X2,X1+X4 -> X2,"(0, 2, 0, -1, 0)","(-1, 1, 0, -1, 0)",73->350;350->73,2,5,rank(S) <= m = 2 < n = 5
1452,73,351,X4 -> 2X2,X1+X4 -> X2+X5,"(0, 2, 0, -1, 0)","(-1, 1, 0, -1, 1)",73->351;351->73,2,5,rank(S) <= m = 2 < n = 5
1453,73,352,X4 -> 2X2,X1+X4 -> X2+X4,"(0, 2, 0, -1, 0)","(-1, 1, 0, 0, 0)",73->352;352->73,2,5,rank(S) <= m = 2 < n = 5
1454,73,353,X4 -> 2X2,X1+X4 -> X2+X3,"(0, 2, 0, -1, 0)","(-1, 1, 1, -1, 0)",73->353;353->73,2,5,rank(S) <= m = 2 < n = 5
1455,73,354,X4 -> 2X2,X1+X4 -> 2X2,"(0, 2, 0, -1, 0)","(-1, 2, 0, -1, 0)",73->354;354->73,2,5,rank(S) <= m = 2 < n = 5
1456,73,355,X4 -> 2X2,X1+X4 -> X1,"(0, 2, 0, -1, 0)","(0, 0, 0, -1, 0)",73->355;355->73,2,5,rank(S) <= m = 2 < n = 5
1457,73,356,X4 -> 2X2,X1+X4 -> X1+X5,"(0, 2, 0, -1, 0)","(0, 0, 0, -1, 1)",73->356;356->73,2,5,rank(S) <= m = 2 < n = 5
1458,73,357,X4 -> 2X2,X1+X4 -> X1+X3,"(0, 2, 0, -1, 0)","(0, 0, 1, -1, 0)",73->357;357->73,2,5,rank(S) <= m = 2 < n = 5
1459,73,358,X4 -> 2X2,X1+X4 -> X1+X2,"(0, 2, 0, -1, 0)","(0, 1, 0, -1, 0)",73->358;358->73,2,5,rank(S) <= m = 2 < n = 5
1460,73,359,X4 -> 2X2,X1+X4 -> 2X1,"(0, 2, 0, -1, 0)","(1, 0, 0, -1, 0)",73->359;359->73,2,5,rank(S) <= m = 2 < n = 5
1461,74,340,X4 -> X1,X1+X4 -> 0,"(1, 0, 0, -1, 0)","(-1, 0, 0, -1, 0)",74->340;340->74,2,5,rank(S) <= m = 2 < n = 5
1462,74,341,X4 -> X1,X1+X4 -> X5,"(1, 0, 0, -1, 0)","(-1, 0, 0, -1, 1)",74->341;341->74,2,5,rank(S) <= m = 2 < n = 5
1463,74,342,X4 -> X1,X1+X4 -> 2X5,"(1, 0, 0, -1, 0)","(-1, 0, 0, -1, 2)",74->342;342->74,2,5,rank(S) <= m = 2 < n = 5
1464,74,343,X4 -> X1,X1+X4 -> X4,"(1, 0, 0, -1, 0)","(-1, 0, 0, 0, 0)",74->343;343->74,2,5,rank(S) <= m = 2 < n = 5
1465,74,344,X4 -> X1,X1+X4 -> X4+X5,"(1, 0, 0, -1, 0)","(-1, 0, 0, 0, 1)",74->344;344->74,2,5,rank(S) <= m = 2 < n = 5
1466,74,345,X4 -> X1,X1+X4 -> 2X4,"(1, 0, 0, -1, 0)","(-1, 0, 0, 1, 0)",74->345;345->74,2,5,rank(S) <= m = 2 < n = 5
1467,74,346,X4 -> X1,X1+X4 -> X3,"(1, 0, 0, -1, 0)","(-1, 0, 1, -1, 0)",74->346;346->74,2,5,rank(S) <= m = 2 < n = 5
1468,74,347,X4 -> X1,X1+X4 -> X3+X5,"(1, 0, 0, -1, 0)","(-1, 0, 1, -1, 1)",74->347;347->74,2,5,rank(S) <= m = 2 < n = 5
1469,74,348,X4 -> X1,X1+X4 -> X3+X4,"(1, 0, 0, -1, 0)","(-1, 0, 1, 0, 0)",74->348;348->74,2,5,rank(S) <= m = 2 < n = 5
1470,74,349,X4 -> X1,X1+X4 -> 2X3,"(1, 0, 0, -1, 0)","(-1, 0, 2, -1, 0)",74->349;349->74,2,5,rank(S) <= m = 2 < n = 5
1471,74,350,X4 -> X1,X1+X4 -> X2,"(1, 0, 0, -1, 0)","(-1, 1, 0, -1, 0)",74->350;350->74,2,5,rank(S) <= m = 2 < n = 5
1472,74,351,X4 -> X1,X1+X4 -> X2+X5,"(1, 0, 0, -1, 0)","(-1, 1, 0, -1, 1)",74->351;351->74,2,5,rank(S) <= m = 2 < n = 5
1473,74,352,X4 -> X1,X1+X4 -> X2+X4,"(1, 0, 0, -1, 0)","(-1, 1, 0, 0, 0)",74->352;352->74,2,5,rank(S) <= m = 2 < n = 5
1474,74,353,X4 -> X1,X1+X4 -> X2+X3,"(1, 0, 0, -1, 0)","(-1, 1, 1, -1, 0)",74->353;353->74,2,5,rank(S) <= m = 2 < n = 5
1475,74,354,X4 -> X1,X1+X4 -> 2X2,"(1, 0, 0, -1, 0)","(-1, 2, 0, -1, 0)",74->354;354->74,2,5,rank(S) <= m = 2 < n = 5
1476,74,355,X4 -> X1,X1+X4 -> X1,"(1, 0, 0, -1, 0)","(0, 0, 0, -1, 0)",74->355;355->74,2,5,rank(S) <= m = 2 < n = 5
1477,74,356,X4 -> X1,X1+X4 -> X1+X5,"(1, 0, 0, -1, 0)","(0, 0, 0, -1, 1)",74->356;356->74,2,5,rank(S) <= m = 2 < n = 5
1478,74,357,X4 -> X1,X1+X4 -> X1+X3,"(1, 0, 0, -1, 0)","(0, 0, 1, -1, 0)",74->357;357->74,2,5,rank(S) <= m = 2 < n = 5
1479,74,358,X4 -> X1,X1+X4 -> X1+X2,"(1, 0, 0, -1, 0)","(0, 1, 0, -1, 0)",74->358;358->74,2,5,rank(S) <= m = 2 < n = 5
1480,75,340,X4 -> X1+X5,X1+X4 -> 0,"(1, 0, 0, -1, 1)","(-1, 0, 0, -1, 0)",75->340;340->75,2,5,rank(S) <= m = 2 < n = 5
1481,75,341,X4 -> X1+X5,X1+X4 -> X5,"(1, 0, 0, -1, 1)","(-1, 0, 0, -1, 1)",75->341;341->75,2,5,rank(S) <= m = 2 < n = 5
1482,75,342,X4 -> X1+X5,X1+X4 -> 2X5,"(1, 0, 0, -1, 1)","(-1, 0, 0, -1, 2)",75->342;342->75,2,5,rank(S) <= m = 2 < n = 5
1483,75,343,X4 -> X1+X5,X1+X4 -> X4,"(1, 0, 0, -1, 1)","(-1, 0, 0, 0, 0)",75->343;343->75,2,5,rank(S) <= m = 2 < n = 5
1484,75,344,X4 -> X1+X5,X1+X4 -> X4+X5,"(1, 0, 0, -1, 1)","(-1, 0, 0, 0, 1)",75->344;344->75,2,5,rank(S) <= m = 2 < n = 5
1485,75,345,X4 -> X1+X5,X1+X4 -> 2X4,"(1, 0, 0, -1, 1)","(-1, 0, 0, 1, 0)",75->345;345->75,2,5,rank(S) <= m = 2 < n = 5
1486,75,346,X4 -> X1+X5,X1+X4 -> X3,"(1, 0, 0, -1, 1)","(-1, 0, 1, -1, 0)",75->346;346->75,2,5,rank(S) <= m = 2 < n = 5
1487,75,347,X4 -> X1+X5,X1+X4 -> X3+X5,"(1, 0, 0, -1, 1)","(-1, 0, 1, -1, 1)",75->347;347->75,2,5,rank(S) <= m = 2 < n = 5
1488,75,348,X4 -> X1+X5,X1+X4 -> X3+X4,"(1, 0, 0, -1, 1)","(-1, 0, 1, 0, 0)",75->348;348->75,2,5,rank(S) <= m = 2 < n = 5
1489,75,349,X4 -> X1+X5,X1+X4 -> 2X3,"(1, 0, 0, -1, 1)","(-1, 0, 2, -1, 0)",75->349;349->75,2,5,rank(S) <= m = 2 < n = 5
1490,75,350,X4 -> X1+X5,X1+X4 -> X2,"(1, 0, 0, -1, 1)","(-1, 1, 0, -1, 0)",75->350;350->75,2,5,rank(S) <= m = 2 < n = 5
1491,75,351,X4 -> X1+X5,X1+X4 -> X2+X5,"(1, 0, 0, -1, 1)","(-1, 1, 0, -1, 1)",75->351;351->75,2,5,rank(S) <= m = 2 < n = 5
1492,75,352,X4 -> X1+X5,X1+X4 -> X2+X4,"(1, 0, 0, -1, 1)","(-1, 1, 0, 0, 0)",75->352;352->75,2,5,rank(S) <= m = 2 < n = 5
1493,75,353,X4 -> X1+X5,X1+X4 -> X2+X3,"(1, 0, 0, -1, 1)","(-1, 1, 1, -1, 0)",75->353;353->75,2,5,rank(S) <= m = 2 < n = 5
1494,75,354,X4 -> X1+X5,X1+X4 -> 2X2,"(1, 0, 0, -1, 1)","(-1, 2, 0, -1, 0)",75->354;354->75,2,5,rank(S) <= m = 2 < n = 5
1495,75,355,X4 -> X1+X5,X1+X4 -> X1,"(1, 0, 0, -1, 1)","(0, 0, 0, -1, 0)",75->355;355->75,2,5,rank(S) <= m = 2 < n = 5
1496,75,356,X4 -> X1+X5,X1+X4 -> X1+X5,"(1, 0, 0, -1, 1)","(0, 0, 0, -1, 1)",75->356;356->75,2,5,rank(S) <= m = 2 < n = 5
1497,75,357,X4 -> X1+X5,X1+X4 -> X1+X3,"(1, 0, 0, -1, 1)","(0, 0, 1, -1, 0)",75->357;357->75,2,5,rank(S) <= m = 2 < n = 5
1498,75,358,X4 -> X1+X5,X1+X4 -> X1+X2,"(1, 0, 0, -1, 1)","(0, 1, 0, -1, 0)",75->358;358->75,2,5,rank(S) <= m = 2 < n = 5
1499,75,359,X4 -> X1+X5,X1+X4 -> 2X1,"(1, 0, 0, -1, 1)","(1, 0, 0, -1, 0)",75->359;359->75,2,5,rank(S) <= m = 2 < n = 5
1500,76,340,X4 -> X1+X4,X1+X4 -> 0,"(1, 0, 0, 0, 0)","(-1, 0, 0, -1, 0)",76->340;340->76,2,5,rank(S) <= m = 2 < n = 5
1501,76,341,X4 -> X1+X4,X1+X4 -> X5,"(1, 0, 0, 0, 0)","(-1, 0, 0, -1, 1)",76->341;341->76,2,5,rank(S) <= m = 2 < n = 5
1502,76,342,X4 -> X1+X4,X1+X4 -> 2X5,"(1, 0, 0, 0, 0)","(-1, 0, 0, -1, 2)",76->342;342->76,2,5,rank(S) <= m = 2 < n = 5
1503,76,343,X4 -> X1+X4,X1+X4 -> X4,"(1, 0, 0, 0, 0)","(-1, 0, 0, 0, 0)",76->343;343->76,2,5,rank(S) <= m = 2 < n = 5
1504,76,344,X4 -> X1+X4,X1+X4 -> X4+X5,"(1, 0, 0, 0, 0)","(-1, 0, 0, 0, 1)",76->344;344->76,2,5,rank(S) <= m = 2 < n = 5
1505,76,345,X4 -> X1+X4,X1+X4 -> 2X4,"(1, 0, 0, 0, 0)","(-1, 0, 0, 1, 0)",76->345;345->76,2,5,rank(S) <= m = 2 < n = 5
1506,76,346,X4 -> X1+X4,X1+X4 -> X3,"(1, 0, 0, 0, 0)","(-1, 0, 1, -1, 0)",76->346;346->76,2,5,rank(S) <= m = 2 < n = 5
1507,76,347,X4 -> X1+X4,X1+X4 -> X3+X5,"(1, 0, 0, 0, 0)","(-1, 0, 1, -1, 1)",76->347;347->76,2,5,rank(S) <= m = 2 < n = 5
1508,76,348,X4 -> X1+X4,X1+X4 -> X3+X4,"(1, 0, 0, 0, 0)","(-1, 0, 1, 0, 0)",76->348;348->76,2,5,rank(S) <= m = 2 < n = 5
1509,76,349,X4 -> X1+X4,X1+X4 -> 2X3,"(1, 0, 0, 0, 0)","(-1, 0, 2, -1, 0)",76->349;349->76,2,5,rank(S) <= m = 2 < n = 5
1510,76,350,X4 -> X1+X4,X1+X4 -> X2,"(1, 0, 0, 0, 0)","(-1, 1, 0, -1, 0)",76->350;350->76,2,5,rank(S) <= m = 2 < n = 5
1511,76,351,X4 -> X1+X4,X1+X4 -> X2+X5,"(1, 0, 0, 0, 0)","(-1, 1, 0, -1, 1)",76->351;351->76,2,5,rank(S) <= m = 2 < n = 5
1512,76,352,X4 -> X1+X4,X1+X4 -> X2+X4,"(1, 0, 0, 0, 0)","(-1, 1, 0, 0, 0)",76->352;352->76,2,5,rank(S) <= m = 2 < n = 5
1513,76,353,X4 -> X1+X4,X1+X4 -> X2+X3,"(1, 0, 0, 0, 0)","(-1, 1, 1, -1, 0)",76->353;353->76,2,5,rank(S) <= m = 2 < n = 5
1514,76,354,X4 -> X1+X4,X1+X4 -> 2X2,"(1, 0, 0, 0, 0)","(-1, 2, 0, -1, 0)",76->354;354->76,2,5,rank(S) <= m = 2 < n = 5
