metricName,metricValue,timestamp,step,epoch,runContext,offset
Timing: Observe,0.6178083419799805,1784807829129,0,,,-7098832524840987760
Timing: Observe,0.16953206062316895,1784808010221,1,,,-3647134044451236781
Timing: Observe,0.16316699981689453,1784808256296,2,,,-2833128103346542152
Timing: Observe,0.18869924545288086,1784808422481,3,,,-7362862647958775378
Timing: Observe,0.17122387886047363,1784808588058,4,,,-7185606150063320994
Timing: Observe,0.1821730136871338,1784808755229,5,,,-5752472459385152117
Timing: Observe,0.16655802726745605,1784808935182,6,,,-2034788458670752564
Timing: Observe,0.1783440113067627,1784809099161,7,,,-1774308750229978824
Timing: Observe,0.16939139366149902,1784809273982,8,,,-3953163495212124708
Timing: Observe,0.1721649169921875,1784809448620,9,,,-4659589434407338217
Timing: Observe,0.17004060745239258,1784809618379,10,,,-1841888007550563737
Timing: Observe,0.1771085262298584,1784809803141,11,,,-2793773216616509020
Timing: Observe,0.1718735694885254,1784809974370,12,,,-8244326684669921624
Timing: Observe,0.17550992965698242,1784810152845,13,,,-1466582122607456840
Timing: Observe,0.1762688159942627,1784810326889,14,,,-922963743051498755
Timing: Observe,0.17660069465637207,1784810508092,15,,,-6722267300963360694
Timing: Observe,0.17075467109680176,1784810707595,16,,,-1989899467156211308
Timing: Observe,0.2191927433013916,1784810898435,17,,,-4363117264838094247
Timing: Observe,0.18225812911987305,1784811091140,18,,,-9185749196365790895
Timing: Observe,0.45924854278564453,1784811316467,18,,,-6250884305618895661
Timing: Observe,0.17643356323242188,1784811523107,19,,,-1895561114455318487
Timing: Observe,0.17014312744140625,1784811739181,20,,,-8851040202727953487
Timing: Observe,0.17653465270996094,1784811983262,21,,,-1074902823453846809
Timing: Observe,0.16708993911743164,1784812225354,22,,,-5000282388937136475
Timing: Observe,0.17841029167175293,1784812481784,23,,,-5755585971014701889
Timing: Observe,0.17848944664001465,1784812750932,24,,,-6522320294209562153
Timing: Observe,0.17994976043701172,1784813036757,25,,,-1268523609906922966
Timing: Observe,0.17180585861206055,1784813347806,26,,,-781834995067462412
Timing: Observe,0.17604589462280273,1784813644360,27,,,-6974956593248575935
Timing: Observe,0.8476181030273438,1784813952506,28,,,-1040117582836805070
Timing: Observe,0.17579126358032227,1784814269974,29,,,-413321193699192265
Timing: Observe,0.8070292472839355,1784814590566,30,,,-6678728412811419437
Timing: Observe,0.17700815200805664,1784814931177,31,,,-3348001278388952538
Timing: Observe,0.17806124687194824,1784815252631,32,,,-8059202911465767258
Timing: Observe,0.17441892623901367,1784815579754,33,,,-2162451401148406845
Timing: Observe,0.1815810203552246,1784815907318,34,,,-5185002018604582040
Timing: Observe,0.17538118362426758,1784816233549,35,,,-3449770309026992465
Timing: Observe,0.16958832740783691,1784816573218,36,,,-6321042005668925532
Timing: Observe,0.18087363243103027,1784816899400,37,,,-6171447190627990966
Timing: Observe,0.17383480072021484,1784817229706,38,,,-8510483942409895431
Timing: Observe,0.8374476432800293,1784817560349,39,,,-5859104491505349947
Timing: Observe,0.6817605495452881,1784817885976,40,,,-2315903718957355627
