metricName,metricValue,timestamp,step,epoch,runContext,offset
Loss: Batch Best,25.23513412475586,1784807992276,0,,,-7256695767114788373
Loss: Batch Best,24.89346694946289,1784808253095,1,,,-8245196281534567775
Loss: Batch Best,24.60759162902832,1784808419133,2,,,-4074577056126639426
Loss: Batch Best,25.41668128967285,1784808584754,3,,,-6297399104988144558
Loss: Batch Best,24.43313217163086,1784808751763,4,,,-3072623302447399480
Loss: Batch Best,24.421445846557617,1784808916677,5,,,-6378652044187573042
Loss: Batch Best,24.454776763916016,1784809095727,6,,,-3385029118066138245
Loss: Batch Best,23.81329917907715,1784809270229,7,,,-8506618788948650775
Loss: Batch Best,25.176801681518555,1784809445204,8,,,-6142457062018511160
Loss: Batch Best,24.3474178314209,1784809614534,9,,,-7214396234770523465
Loss: Batch Best,24.134538650512695,1784809784740,10,,,-9129704383948257544
Loss: Batch Best,24.64676856994629,1784809970479,11,,,-2114622128969056812
Loss: Batch Best,25.19346809387207,1784810149414,12,,,-4407379591631690921
Loss: Batch Best,25.086721420288086,1784810322972,13,,,-47283332578235671
Loss: Batch Best,23.748249053955078,1784810504536,14,,,-2872395046905456328
Loss: Batch Best,25.071136474609375,1784810689076,15,,,-5820994747049745229
Loss: Batch Best,25.238109588623047,1784810894835,16,,,-8885354830270369149
Loss: Batch Best,24.30367660522461,1784811087128,17,,,-1980315960311029462
Loss: Batch Best,25.014301300048828,1784811519626,18,,,-4522582623665304440
Loss: Batch Best,24.667871475219727,1784811735653,19,,,-8345002505579133686
Loss: Batch Best,24.777034759521484,1784811965358,20,,,-2965090893697366947
Loss: Batch Best,24.790924072265625,1784812222130,21,,,-9191380319099317306
Loss: Batch Best,24.996984481811523,1784812477963,22,,,-4745690664321082302
Loss: Batch Best,25.04763412475586,1784812747570,23,,,-2520703843477359039
Loss: Batch Best,24.95388412475586,1784813032912,24,,,-6319159631334802893
Loss: Batch Best,24.4768009185791,1784813329755,25,,,-7821361917533230470
Loss: Batch Best,25.015167236328125,1784813640522,26,,,-9168314179313633498
Loss: Batch Best,24.8299560546875,1784813949020,27,,,-2083202991992213557
Loss: Batch Best,24.61290168762207,1784814266113,28,,,-7594180000724238145
Loss: Batch Best,24.50382423400879,1784814587080,29,,,-7288303293439958985
Loss: Batch Best,24.877180099487305,1784814912132,30,,,-1920293080126960265
Loss: Batch Best,24.835512161254883,1784815249173,31,,,-6787588408965324754
Loss: Batch Best,25.06125259399414,1784815575950,32,,,-7986907381132481664
Loss: Batch Best,24.30999755859375,1784815903846,33,,,-2908702654191619327
Loss: Batch Best,24.96430015563965,1784816229686,34,,,-4725519130597433096
Loss: Batch Best,24.96255111694336,1784816554748,35,,,-1647209323493639762
Loss: Batch Best,24.83930015563965,1784816895831,36,,,-7474232185456359622
Loss: Batch Best,24.773771286010742,1784817225848,37,,,-7904288706197691248
Loss: Batch Best,25.030967712402344,1784817556848,38,,,-4396957512607836707
Loss: Batch Best,24.776531219482422,1784817882022,39,,,-2303303611153924107
Loss: Batch Best,24.837677001953125,1784818207544,40,,,-7650363207698715270
Loss: Batch Best,24.90437126159668,1784818548717,41,,,-7371265705735142631
Loss: Batch Best,24.955142974853516,1784818880060,42,,,-8784714573699770101
Loss: Batch Best,25.075016021728516,1784819201079,43,,,-5556684901285580058
Loss: Batch Best,25.021480560302734,1784819523748,44,,,-3470219279590344078
