metricName,metricValue,timestamp,step,epoch,runContext,offset
Timing: Render,12.95398497581482,1784185545685,0,,,-6903981655591768082
Timing: Render,13.938688516616821,1784186005060,5,,,-6544119024897139013
Timing: Render,13.986988306045532,1784186486437,10,,,-6468974123115508152
Timing: Render,13.55294132232666,1784186988355,15,,,-4945839238385560429
Timing: Render,13.615350008010864,1784187499732,20,,,-5486701882965575118
Timing: Render,13.829540729522705,1784188045795,25,,,-5464895032394152919
Timing: Render,14.233749628067017,1784188715042,30,,,-6033221442021189496
Timing: Render,14.137597799301147,1784189507890,35,,,-494059315105452179
Timing: Render,13.96186876296997,1784190422327,40,,,-3347845895186812287
Timing: Render,14.608723640441895,1784191406619,45,,,-6081012888840238857
Timing: Render,15.325814008712769,1784192430762,50,,,-5797477109194546049
Timing: Render,14.218859434127808,1784193491293,55,,,-4099177559956107516
Timing: Render,14.671482801437378,1784194559157,60,,,-5627562870474005348
Timing: Render,14.485711812973022,1784195641973,65,,,-1861319939331518118
Timing: Render,14.632278442382812,1784196734002,70,,,-207926733571277161
Timing: Render,14.719075918197632,1784197832873,75,,,-2111653573772422313
Timing: Render,15.13749647140503,1784198919663,80,,,-7404542430238776070
Timing: Render,15.552751064300537,1784199982231,85,,,-1149830429154847027
Timing: Render,15.729406595230103,1784201045505,90,,,-732960159052162982
Timing: Render,14.372655868530273,1784202125380,95,,,-3013338796055835183
Timing: Render,14.484877586364746,1784203221180,100,,,-5904281526863282389
Timing: Render,14.790055274963379,1784204338295,105,,,-5354494351919343243
Timing: Render,14.898022890090942,1784205439623,110,,,-7338005069927199749
Timing: Render,14.614015579223633,1784206556928,115,,,-7573405550793864548
Timing: Render,14.586968421936035,1784207659865,120,,,-1491602505686699500
Timing: Render,15.459889650344849,1784208745370,125,,,-4960627411683013683
Timing: Render,14.457549095153809,1784209808815,130,,,-6897289958919173615
Timing: Render,14.665156841278076,1784210879147,135,,,-1122357322360339604
Timing: Render,16.561543703079224,1784212015049,140,,,-6219225082820788351
Timing: Render,14.687510251998901,1784213267481,145,,,-5647681356173269301
Timing: Render,14.738382577896118,1784214571863,150,,,-8800259822483225864
Timing: Render,15.5766761302948,1784215855609,155,,,-629414846740146665
Timing: Render,14.135217905044556,1784217069589,160,,,-5116705824242028807
Timing: Render,14.024203300476074,1784218323643,165,,,-3183256599115412192
Timing: Render,14.571301221847534,1784219588841,170,,,-9094936633556671186
Timing: Render,14.162655115127563,1784220875541,175,,,-2578539308213927888
Timing: Render,14.076001405715942,1784222172750,180,,,-1581385640281646680
Timing: Render,14.02517056465149,1784223474266,185,,,-6411414813622068170
Timing: Render,14.919639110565186,1784224775551,190,,,-3857935424332903182
Timing: Render,14.754536867141724,1784226093070,195,,,-3991203494883895743
Timing: Render,13.509456872940063,1784227371562,200,,,-633293715616473696
Timing: Render,13.886264562606812,1784228660305,205,,,-379487232564623145
Timing: Render,14.029857158660889,1784229969492,210,,,-9047238422225234849
Timing: Render,14.002596855163574,1784231298980,215,,,-1965292793663074292
Timing: Render,14.171112775802612,1784232653069,220,,,-9078093964922577715
Timing: Render,14.13300609588623,1784234029745,225,,,-4961104863642102124
Timing: Render,13.349433898925781,1784235401839,230,,,-4989711980061176502
Timing: Render,13.952798843383789,1784236776871,235,,,-7223066232253977199
Timing: Render,14.763752698898315,1784238138162,240,,,-4386648190280972654
Timing: Render,13.498011112213135,1784239483915,245,,,-1021563517473765922
Timing: Render,13.62720274925232,1784240831770,250,,,-1453517856788272930
Timing: Render,14.361977338790894,1784242202174,255,,,-6460271296294429749
Timing: Render,13.693881511688232,1784243577509,260,,,-3593599209182433025
Timing: Render,14.052231073379517,1784244937893,265,,,-4632488401129402375
Timing: Render,14.699163675308228,1784246302527,270,,,-7161647164366536612
Timing: Render,13.690016746520996,1784247651768,275,,,-3263115946665649888
Timing: Render,13.856578588485718,1784249016681,280,,,-367506354260427383
Timing: Render,13.66330862045288,1784250385343,285,,,-2180846111808076408
Timing: Render,14.031715631484985,1784251770645,290,,,-1637397148882316341
Timing: Render,14.786837816238403,1784253143205,295,,,-3544649681752803026
Timing: Render,13.913985013961792,1784254498897,300,,,-2645176901451922036
